Notes;State;State Code;Month;Month Code;Cause of death;Cause of death Code;Deaths;Population;Crude Rate
aaa;Georgia;13;01/11/2017;01/11/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;282;Not Applicable;Not Applicable
Total;Georgia;13;01/11/2017;01/11/2017;;;489;Not Applicable;Not Applicable
aaa;Georgia;13;01/12/2017;01/12/2017;Pneumonia, unspecified;J18.9;120;Not Applicable;Not Applicable
aaa;Georgia;13;01/12/2017;01/12/2017;Emphysema, unspecified;J43.9;19;Not Applicable;Not Applicable
aaa;Georgia;13;01/12/2017;01/12/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;43;Not Applicable;Not Applicable
aaa;Georgia;13;01/12/2017;01/12/2017;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;17;Not Applicable;Not Applicable
aaa;Georgia;13;01/12/2017;01/12/2017;Other specified chronic obstructive pulmonary disease;J44.8;11;Not Applicable;Not Applicable
aaa;Georgia;13;01/12/2017;01/12/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;353;Not Applicable;Not Applicable
Total;Georgia;13;01/12/2017;01/12/2017;;;597;Not Applicable;Not Applicable
Total;Georgia;13;;;;;6266;Not Applicable;Not Applicable
aaa;Hawaii;15;01/01/2017;01/01/2017;Pneumonia, unspecified;J18.9;50;Not Applicable;Not Applicable
aaa;Hawaii;15;01/01/2017;01/01/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;19;Not Applicable;Not Applicable
Total;Hawaii;15;01/01/2017;01/01/2017;;;94;Not Applicable;Not Applicable
aaa;Hawaii;15;01/02/2017;01/02/2017;Pneumonia, unspecified;J18.9;45;Not Applicable;Not Applicable
aaa;Hawaii;15;01/02/2017;01/02/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;21;Not Applicable;Not Applicable
Total;Hawaii;15;01/02/2017;01/02/2017;;;84;Not Applicable;Not Applicable
aaa;Hawaii;15;01/03/2017;01/03/2017;Pneumonia, unspecified;J18.9;62;Not Applicable;Not Applicable
aaa;Hawaii;15;01/03/2017;01/03/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;30;Not Applicable;Not Applicable
Total;Hawaii;15;01/03/2017;01/03/2017;;;104;Not Applicable;Not Applicable
aaa;Hawaii;15;01/04/2017;01/04/2017;Pneumonia, unspecified;J18.9;43;Not Applicable;Not Applicable
aaa;Hawaii;15;01/04/2017;01/04/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;17;Not Applicable;Not Applicable
Total;Hawaii;15;01/04/2017;01/04/2017;;;76;Not Applicable;Not Applicable
aaa;Hawaii;15;01/05/2017;01/05/2017;Pneumonia, unspecified;J18.9;54;Not Applicable;Not Applicable
aaa;Hawaii;15;01/05/2017;01/05/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;20;Not Applicable;Not Applicable
Total;Hawaii;15;01/05/2017;01/05/2017;;;95;Not Applicable;Not Applicable
aaa;Hawaii;15;01/06/2017;01/06/2017;Pneumonia, unspecified;J18.9;44;Not Applicable;Not Applicable
aaa;Hawaii;15;01/06/2017;01/06/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;22;Not Applicable;Not Applicable
Total;Hawaii;15;01/06/2017;01/06/2017;;;88;Not Applicable;Not Applicable
aaa;Hawaii;15;01/07/2017;01/07/2017;Pneumonia, unspecified;J18.9;44;Not Applicable;Not Applicable
aaa;Hawaii;15;01/07/2017;01/07/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;15;Not Applicable;Not Applicable
Total;Hawaii;15;01/07/2017;01/07/2017;;;79;Not Applicable;Not Applicable
aaa;Hawaii;15;01/08/2017;01/08/2017;Pneumonia, unspecified;J18.9;44;Not Applicable;Not Applicable
Total;Hawaii;15;01/08/2017;01/08/2017;;;74;Not Applicable;Not Applicable
aaa;Hawaii;15;01/09/2017;01/09/2017;Pneumonia, unspecified;J18.9;41;Not Applicable;Not Applicable
aaa;Hawaii;15;01/09/2017;01/09/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;12;Not Applicable;Not Applicable
Total;Hawaii;15;01/09/2017;01/09/2017;;;75;Not Applicable;Not Applicable
aaa;Hawaii;15;01/10/2017;01/10/2017;Pneumonia, unspecified;J18.9;36;Not Applicable;Not Applicable
aaa;Hawaii;15;01/10/2017;01/10/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;20;Not Applicable;Not Applicable
Total;Hawaii;15;01/10/2017;01/10/2017;;;69;Not Applicable;Not Applicable
aaa;Hawaii;15;01/11/2017;01/11/2017;Pneumonia, unspecified;J18.9;38;Not Applicable;Not Applicable
aaa;Hawaii;15;01/11/2017;01/11/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;16;Not Applicable;Not Applicable
Total;Hawaii;15;01/11/2017;01/11/2017;;;72;Not Applicable;Not Applicable
aaa;Hawaii;15;01/12/2017;01/12/2017;Pneumonia, unspecified;J18.9;55;Not Applicable;Not Applicable
aaa;Hawaii;15;01/12/2017;01/12/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;24;Not Applicable;Not Applicable
Total;Hawaii;15;01/12/2017;01/12/2017;;;105;Not Applicable;Not Applicable
Total;Hawaii;15;;;;;1015;Not Applicable;Not Applicable
aaa;Idaho;16;01/01/2017;01/01/2017;Influenza with other respiratory manifestations, influenza virus identified;J10.1;10;Not Applicable;Not Applicable
aaa;Idaho;16;01/01/2017;01/01/2017;Pneumonia, unspecified;J18.9;20;Not Applicable;Not Applicable
aaa;Idaho;16;01/01/2017;01/01/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;15;Not Applicable;Not Applicable
aaa;Idaho;16;01/01/2017;01/01/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;68;Not Applicable;Not Applicable
Total;Idaho;16;01/01/2017;01/01/2017;;;149;Not Applicable;Not Applicable
aaa;Idaho;16;01/02/2017;01/02/2017;Pneumonia, unspecified;J18.9;21;Not Applicable;Not Applicable
aaa;Idaho;16;01/02/2017;01/02/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;11;Not Applicable;Not Applicable
aaa;Idaho;16;01/02/2017;01/02/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;61;Not Applicable;Not Applicable
Total;Idaho;16;01/02/2017;01/02/2017;;;130;Not Applicable;Not Applicable
aaa;Idaho;16;01/03/2017;01/03/2017;Pneumonia, unspecified;J18.9;10;Not Applicable;Not Applicable
aaa;Idaho;16;01/03/2017;01/03/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;11;Not Applicable;Not Applicable
aaa;Idaho;16;01/03/2017;01/03/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;74;Not Applicable;Not Applicable
Total;Idaho;16;01/03/2017;01/03/2017;;;120;Not Applicable;Not Applicable
aaa;Idaho;16;01/04/2017;01/04/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;62;Not Applicable;Not Applicable
Total;Idaho;16;01/04/2017;01/04/2017;;;90;Not Applicable;Not Applicable
aaa;Idaho;16;01/05/2017;01/05/2017;Pneumonia, unspecified;J18.9;14;Not Applicable;Not Applicable
aaa;Idaho;16;01/05/2017;01/05/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;67;Not Applicable;Not Applicable
Total;Idaho;16;01/05/2017;01/05/2017;;;97;Not Applicable;Not Applicable
aaa;Idaho;16;01/06/2017;01/06/2017;Pneumonia, unspecified;J18.9;10;Not Applicable;Not Applicable
aaa;Idaho;16;01/06/2017;01/06/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;48;Not Applicable;Not Applicable
Total;Idaho;16;01/06/2017;01/06/2017;;;80;Not Applicable;Not Applicable
aaa;Idaho;16;01/07/2017;01/07/2017;Pneumonia, unspecified;J18.9;13;Not Applicable;Not Applicable
aaa;Idaho;16;01/07/2017;01/07/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;53;Not Applicable;Not Applicable
Total;Idaho;16;01/07/2017;01/07/2017;;;76;Not Applicable;Not Applicable
aaa;Idaho;16;01/08/2017;01/08/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;52;Not Applicable;Not Applicable
Total;Idaho;16;01/08/2017;01/08/2017;;;68;Not Applicable;Not Applicable
aaa;Idaho;16;01/09/2017;01/09/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;54;Not Applicable;Not Applicable
Total;Idaho;16;01/09/2017;01/09/2017;;;80;Not Applicable;Not Applicable
aaa;Idaho;16;01/10/2017;01/10/2017;Pneumonia, unspecified;J18.9;11;Not Applicable;Not Applicable
aaa;Idaho;16;01/10/2017;01/10/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;47;Not Applicable;Not Applicable
Total;Idaho;16;01/10/2017;01/10/2017;;;77;Not Applicable;Not Applicable
aaa;Idaho;16;01/11/2017;01/11/2017;Pneumonia, unspecified;J18.9;16;Not Applicable;Not Applicable
aaa;Idaho;16;01/11/2017;01/11/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;53;Not Applicable;Not Applicable
Total;Idaho;16;01/11/2017;01/11/2017;;;95;Not Applicable;Not Applicable
aaa;Idaho;16;01/12/2017;01/12/2017;Pneumonia, unspecified;J18.9;16;Not Applicable;Not Applicable
aaa;Idaho;16;01/12/2017;01/12/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;60;Not Applicable;Not Applicable
Total;Idaho;16;01/12/2017;01/12/2017;;;118;Not Applicable;Not Applicable
Total;Idaho;16;;;;;1180;Not Applicable;Not Applicable
aaa;Illinois;17;01/01/2017;01/01/2017;Pneumonia, unspecified;J18.9;217;Not Applicable;Not Applicable
aaa;Illinois;17;01/01/2017;01/01/2017;Emphysema, unspecified;J43.9;40;Not Applicable;Not Applicable
aaa;Illinois;17;01/01/2017;01/01/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;63;Not Applicable;Not Applicable
aaa;Illinois;17;01/01/2017;01/01/2017;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;31;Not Applicable;Not Applicable
aaa;Illinois;17;01/01/2017;01/01/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;439;Not Applicable;Not Applicable
aaa;Illinois;17;01/01/2017;01/01/2017;Asthma, unspecified;J45.9;12;Not Applicable;Not Applicable
Total;Illinois;17;01/01/2017;01/01/2017;;;860;Not Applicable;Not Applicable
aaa;Illinois;17;01/02/2017;01/02/2017;Influenza with pneumonia, influenza virus identified;J10.0;16;Not Applicable;Not Applicable
aaa;Illinois;17;01/02/2017;01/02/2017;Influenza with other respiratory manifestations, influenza virus identified;J10.1;10;Not Applicable;Not Applicable
aaa;Illinois;17;01/02/2017;01/02/2017;Influenza with pneumonia, virus not identified;J11.0;17;Not Applicable;Not Applicable
aaa;Illinois;17;01/02/2017;01/02/2017;Influenza with other respiratory manifestations, virus not identified;J11.1;14;Not Applicable;Not Applicable
aaa;Illinois;17;01/02/2017;01/02/2017;Pneumonia, unspecified;J18.9;217;Not Applicable;Not Applicable
aaa;Illinois;17;01/02/2017;01/02/2017;Emphysema, unspecified;J43.9;31;Not Applicable;Not Applicable
aaa;Illinois;17;01/02/2017;01/02/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;66;Not Applicable;Not Applicable
aaa;Illinois;17;01/02/2017;01/02/2017;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;30;Not Applicable;Not Applicable
aaa;Illinois;17;01/02/2017;01/02/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;406;Not Applicable;Not Applicable
Total;Illinois;17;01/02/2017;01/02/2017;;;857;Not Applicable;Not Applicable
aaa;Illinois;17;01/03/2017;01/03/2017;Influenza with pneumonia, influenza virus identified;J10.0;11;Not Applicable;Not Applicable
aaa;Illinois;17;01/03/2017;01/03/2017;Influenza with pneumonia, virus not identified;J11.0;13;Not Applicable;Not Applicable
aaa;Illinois;17;01/03/2017;01/03/2017;Influenza with other respiratory manifestations, virus not identified;J11.1;12;Not Applicable;Not Applicable
aaa;Illinois;17;01/03/2017;01/03/2017;Pneumonia, unspecified;J18.9;196;Not Applicable;Not Applicable
aaa;Illinois;17;01/03/2017;01/03/2017;Emphysema, unspecified;J43.9;24;Not Applicable;Not Applicable
aaa;Illinois;17;01/03/2017;01/03/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;75;Not Applicable;Not Applicable
aaa;Illinois;17;01/03/2017;01/03/2017;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;24;Not Applicable;Not Applicable
aaa;Illinois;17;01/03/2017;01/03/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;425;Not Applicable;Not Applicable
aaa;Illinois;17;01/03/2017;01/03/2017;Asthma, unspecified;J45.9;15;Not Applicable;Not Applicable
Total;Illinois;17;01/03/2017;01/03/2017;;;842;Not Applicable;Not Applicable
aaa;Illinois;17;01/04/2017;01/04/2017;Pneumonia, unspecified;J18.9;165;Not Applicable;Not Applicable
aaa;Illinois;17;01/04/2017;01/04/2017;Emphysema, unspecified;J43.9;17;Not Applicable;Not Applicable
aaa;Illinois;17;01/04/2017;01/04/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;51;Not Applicable;Not Applicable
aaa;Illinois;17;01/04/2017;01/04/2017;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;24;Not Applicable;Not Applicable
aaa;Illinois;17;01/04/2017;01/04/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;382;Not Applicable;Not Applicable
aaa;Illinois;17;01/04/2017;01/04/2017;Asthma, unspecified;J45.9;10;Not Applicable;Not Applicable
Total;Illinois;17;01/04/2017;01/04/2017;;;688;Not Applicable;Not Applicable
aaa;Illinois;17;01/05/2017;01/05/2017;Pneumonia, unspecified;J18.9;161;Not Applicable;Not Applicable
aaa;Illinois;17;01/05/2017;01/05/2017;Emphysema, unspecified;J43.9;30;Not Applicable;Not Applicable
aaa;Illinois;17;01/05/2017;01/05/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;36;Not Applicable;Not Applicable
aaa;Illinois;17;01/05/2017;01/05/2017;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;19;Not Applicable;Not Applicable
aaa;Illinois;17;01/05/2017;01/05/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;367;Not Applicable;Not Applicable
Total;Illinois;17;01/05/2017;01/05/2017;;;650;Not Applicable;Not Applicable
aaa;Illinois;17;01/06/2017;01/06/2017;Pneumonia, unspecified;J18.9;148;Not Applicable;Not Applicable
aaa;Illinois;17;01/06/2017;01/06/2017;Emphysema, unspecified;J43.9;27;Not Applicable;Not Applicable
aaa;Illinois;17;01/06/2017;01/06/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;51;Not Applicable;Not Applicable
aaa;Illinois;17;01/06/2017;01/06/2017;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;21;Not Applicable;Not Applicable
aaa;Illinois;17;01/06/2017;01/06/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;325;Not Applicable;Not Applicable
aaa;Illinois;17;01/06/2017;01/06/2017;Asthma, unspecified;J45.9;10;Not Applicable;Not Applicable
Total;Illinois;17;01/06/2017;01/06/2017;;;600;Not Applicable;Not Applicable
aaa;Illinois;17;01/07/2017;01/07/2017;Pneumonia, unspecified;J18.9;121;Not Applicable;Not Applicable
aaa;Illinois;17;01/07/2017;01/07/2017;Emphysema, unspecified;J43.9;17;Not Applicable;Not Applicable
aaa;Illinois;17;01/07/2017;01/07/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;35;Not Applicable;Not Applicable
aaa;Illinois;17;01/07/2017;01/07/2017;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;13;Not Applicable;Not Applicable
aaa;Illinois;17;01/07/2017;01/07/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;313;Not Applicable;Not Applicable
Total;Illinois;17;01/07/2017;01/07/2017;;;528;Not Applicable;Not Applicable
aaa;Illinois;17;01/08/2017;01/08/2017;Pneumonia, unspecified;J18.9;136;Not Applicable;Not Applicable
aaa;Illinois;17;01/08/2017;01/08/2017;Emphysema, unspecified;J43.9;20;Not Applicable;Not Applicable
aaa;Illinois;17;01/08/2017;01/08/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;31;Not Applicable;Not Applicable
aaa;Illinois;17;01/08/2017;01/08/2017;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;11;Not Applicable;Not Applicable
aaa;Illinois;17;01/08/2017;01/08/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;317;Not Applicable;Not Applicable
Total;Illinois;17;01/08/2017;01/08/2017;;;538;Not Applicable;Not Applicable
aaa;Illinois;17;01/09/2017;01/09/2017;Pneumonia, unspecified;J18.9;128;Not Applicable;Not Applicable
aaa;Illinois;17;01/09/2017;01/09/2017;Emphysema, unspecified;J43.9;21;Not Applicable;Not Applicable
aaa;Illinois;17;01/09/2017;01/09/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;44;Not Applicable;Not Applicable
aaa;Illinois;17;01/09/2017;01/09/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;306;Not Applicable;Not Applicable
aaa;Illinois;17;01/09/2017;01/09/2017;Asthma, unspecified;J45.9;11;Not Applicable;Not Applicable
Total;Illinois;17;01/09/2017;01/09/2017;;;530;Not Applicable;Not Applicable
aaa;Illinois;17;01/10/2017;01/10/2017;Pneumonia, unspecified;J18.9;153;Not Applicable;Not Applicable
aaa;Illinois;17;01/10/2017;01/10/2017;Emphysema, unspecified;J43.9;25;Not Applicable;Not Applicable
aaa;Illinois;17;01/10/2017;01/10/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;46;Not Applicable;Not Applicable
aaa;Illinois;17;01/10/2017;01/10/2017;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;21;Not Applicable;Not Applicable
aaa;Illinois;17;01/10/2017;01/10/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;307;Not Applicable;Not Applicable
aaa;Illinois;17;01/10/2017;01/10/2017;Asthma, unspecified;J45.9;12;Not Applicable;Not Applicable
Total;Illinois;17;01/10/2017;01/10/2017;;;602;Not Applicable;Not Applicable
aaa;Illinois;17;01/11/2017;01/11/2017;Pneumonia, unspecified;J18.9;123;Not Applicable;Not Applicable
aaa;Illinois;17;01/11/2017;01/11/2017;Emphysema, unspecified;J43.9;18;Not Applicable;Not Applicable
aaa;Illinois;17;01/11/2017;01/11/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;51;Not Applicable;Not Applicable
aaa;Illinois;17;01/11/2017;01/11/2017;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;15;Not Applicable;Not Applicable
aaa;Illinois;17;01/11/2017;01/11/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;354;Not Applicable;Not Applicable
aaa;Illinois;17;01/11/2017;01/11/2017;Asthma, unspecified;J45.9;15;Not Applicable;Not Applicable
Total;Illinois;17;01/11/2017;01/11/2017;;;604;Not Applicable;Not Applicable
aaa;Illinois;17;01/12/2017;01/12/2017;Influenza with pneumonia, influenza virus identified;J10.0;12;Not Applicable;Not Applicable
aaa;Illinois;17;01/12/2017;01/12/2017;Influenza with other respiratory manifestations, influenza virus identified;J10.1;21;Not Applicable;Not Applicable
aaa;Illinois;17;01/12/2017;01/12/2017;Influenza with pneumonia, virus not identified;J11.0;15;Not Applicable;Not Applicable
aaa;Illinois;17;01/12/2017;01/12/2017;Influenza with other respiratory manifestations, virus not identified;J11.1;23;Not Applicable;Not Applicable
aaa;Illinois;17;01/12/2017;01/12/2017;Bacterial pneumonia, unspecified;J15.9;10;Not Applicable;Not Applicable
aaa;Illinois;17;01/12/2017;01/12/2017;Pneumonia, unspecified;J18.9;201;Not Applicable;Not Applicable
aaa;Illinois;17;01/12/2017;01/12/2017;Emphysema, unspecified;J43.9;20;Not Applicable;Not Applicable
aaa;Illinois;17;01/12/2017;01/12/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;67;Not Applicable;Not Applicable
aaa;Illinois;17;01/12/2017;01/12/2017;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;18;Not Applicable;Not Applicable
aaa;Illinois;17;01/12/2017;01/12/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;409;Not Applicable;Not Applicable
aaa;Illinois;17;01/12/2017;01/12/2017;Asthma, unspecified;J45.9;11;Not Applicable;Not Applicable
Total;Illinois;17;01/12/2017;01/12/2017;;;835;Not Applicable;Not Applicable
Total;Illinois;17;;;;;8134;Not Applicable;Not Applicable
aaa;Indiana;18;01/01/2017;01/01/2017;Pneumonia, unspecified;J18.9;95;Not Applicable;Not Applicable
aaa;Indiana;18;01/01/2017;01/01/2017;Emphysema, unspecified;J43.9;23;Not Applicable;Not Applicable
aaa;Indiana;18;01/01/2017;01/01/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;60;Not Applicable;Not Applicable
aaa;Indiana;18;01/01/2017;01/01/2017;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;26;Not Applicable;Not Applicable
aaa;Indiana;18;01/01/2017;01/01/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;357;Not Applicable;Not Applicable
Total;Indiana;18;01/01/2017;01/01/2017;;;593;Not Applicable;Not Applicable
aaa;Indiana;18;01/02/2017;01/02/2017;Pneumonia, unspecified;J18.9;71;Not Applicable;Not Applicable
aaa;Indiana;18;01/02/2017;01/02/2017;Emphysema, unspecified;J43.9;16;Not Applicable;Not Applicable
aaa;Indiana;18;01/02/2017;01/02/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;44;Not Applicable;Not Applicable
aaa;Indiana;18;01/02/2017;01/02/2017;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;19;Not Applicable;Not Applicable
aaa;Indiana;18;01/02/2017;01/02/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;270;Not Applicable;Not Applicable
Total;Indiana;18;01/02/2017;01/02/2017;;;459;Not Applicable;Not Applicable
aaa;Indiana;18;01/03/2017;01/03/2017;Influenza with pneumonia, influenza virus identified;J10.0;18;Not Applicable;Not Applicable
aaa;Indiana;18;01/03/2017;01/03/2017;Influenza with other respiratory manifestations, influenza virus identified;J10.1;14;Not Applicable;Not Applicable
aaa;Indiana;18;01/03/2017;01/03/2017;Influenza with pneumonia, virus not identified;J11.0;10;Not Applicable;Not Applicable
aaa;Indiana;18;01/03/2017;01/03/2017;Influenza with other respiratory manifestations, virus not identified;J11.1;14;Not Applicable;Not Applicable
aaa;Indiana;18;01/03/2017;01/03/2017;Pneumonia, unspecified;J18.9;98;Not Applicable;Not Applicable
aaa;Indiana;18;01/03/2017;01/03/2017;Emphysema, unspecified;J43.9;22;Not Applicable;Not Applicable
aaa;Indiana;18;01/03/2017;01/03/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;75;Not Applicable;Not Applicable
aaa;Indiana;18;01/03/2017;01/03/2017;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;35;Not Applicable;Not Applicable
aaa;Indiana;18;01/03/2017;01/03/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;306;Not Applicable;Not Applicable
Total;Indiana;18;01/03/2017;01/03/2017;;;619;Not Applicable;Not Applicable
aaa;Indiana;18;01/04/2017;01/04/2017;Pneumonia, unspecified;J18.9;69;Not Applicable;Not Applicable
aaa;Indiana;18;01/04/2017;01/04/2017;Emphysema, unspecified;J43.9;22;Not Applicable;Not Applicable
aaa;Indiana;18;01/04/2017;01/04/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;49;Not Applicable;Not Applicable
aaa;Indiana;18;01/04/2017;01/04/2017;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;23;Not Applicable;Not Applicable
aaa;Indiana;18;01/04/2017;01/04/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;279;Not Applicable;Not Applicable
Total;Indiana;18;01/04/2017;01/04/2017;;;484;Not Applicable;Not Applicable
aaa;Indiana;18;01/05/2017;01/05/2017;Pneumonia, unspecified;J18.9;69;Not Applicable;Not Applicable
aaa;Indiana;18;01/05/2017;01/05/2017;Emphysema, unspecified;J43.9;22;Not Applicable;Not Applicable
aaa;Indiana;18;01/05/2017;01/05/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;44;Not Applicable;Not Applicable
aaa;Indiana;18;01/05/2017;01/05/2017;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;14;Not Applicable;Not Applicable
aaa;Indiana;18;01/05/2017;01/05/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;256;Not Applicable;Not Applicable
Total;Indiana;18;01/05/2017;01/05/2017;;;431;Not Applicable;Not Applicable
aaa;Indiana;18;01/06/2017;01/06/2017;Pneumonia, unspecified;J18.9;74;Not Applicable;Not Applicable
aaa;Indiana;18;01/06/2017;01/06/2017;Emphysema, unspecified;J43.9;12;Not Applicable;Not Applicable
aaa;Indiana;18;01/06/2017;01/06/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;25;Not Applicable;Not Applicable
aaa;Indiana;18;01/06/2017;01/06/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;235;Not Applicable;Not Applicable
Total;Indiana;18;01/06/2017;01/06/2017;;;377;Not Applicable;Not Applicable
aaa;Indiana;18;01/07/2017;01/07/2017;Pneumonia, unspecified;J18.9;45;Not Applicable;Not Applicable
aaa;Indiana;18;01/07/2017;01/07/2017;Emphysema, unspecified;J43.9;11;Not Applicable;Not Applicable
aaa;Indiana;18;01/07/2017;01/07/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;34;Not Applicable;Not Applicable
aaa;Indiana;18;01/07/2017;01/07/2017;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;22;Not Applicable;Not Applicable
aaa;Indiana;18;01/07/2017;01/07/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;232;Not Applicable;Not Applicable
Total;Indiana;18;01/07/2017;01/07/2017;;;360;Not Applicable;Not Applicable
aaa;Indiana;18;01/08/2017;01/08/2017;Pneumonia, unspecified;J18.9;45;Not Applicable;Not Applicable
aaa;Indiana;18;01/08/2017;01/08/2017;Emphysema, unspecified;J43.9;20;Not Applicable;Not Applicable
aaa;Indiana;18;01/08/2017;01/08/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;31;Not Applicable;Not Applicable
aaa;Indiana;18;01/08/2017;01/08/2017;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;13;Not Applicable;Not Applicable
aaa;Indiana;18;01/08/2017;01/08/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;245;Not Applicable;Not Applicable
Total;Indiana;18;01/08/2017;01/08/2017;;;377;Not Applicable;Not Applicable
aaa;Indiana;18;01/09/2017;01/09/2017;Pneumonia, unspecified;J18.9;56;Not Applicable;Not Applicable
aaa;Indiana;18;01/09/2017;01/09/2017;Emphysema, unspecified;J43.9;12;Not Applicable;Not Applicable
aaa;Indiana;18;01/09/2017;01/09/2017;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;32;Not Applicable;Not Applicable
aaa;Indiana;18;01/09/2017;01/09/2017;Chronic obstructive pulmonary disease, unspecified;J44.9;258;Not Applicable;Not Applicable
Total;Indiana;18;01/09/2017;01/09/2017;;;386;Not Applicable;Not Applicable
aaa;Indiana;18;01/10/2017;01/10/2017;Pneumonia, unspecified;J18.9;53;Not Applicable;Not Applicable
