Notes;State;State Code;Month;Month Code;Cause of death;Cause of death Code;Deaths;Population;Crude Rate
aaa;Florida;12;01/05/2016;01/05/2016;Emphysema, unspecified;J43.9;34;Not Applicable;Not Applicable
aaa;Florida;12;01/05/2016;01/05/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;98;Not Applicable;Not Applicable
aaa;Florida;12;01/05/2016;01/05/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;29;Not Applicable;Not Applicable
aaa;Florida;12;01/05/2016;01/05/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;824;Not Applicable;Not Applicable
aaa;Florida;12;01/05/2016;01/05/2016;Asthma, unspecified;J45.9;12;Not Applicable;Not Applicable
Total;Florida;12;01/05/2016;01/05/2016;;;1245;Not Applicable;Not Applicable
aaa;Florida;12;01/06/2016;01/06/2016;Pneumonia, unspecified;J18.9;149;Not Applicable;Not Applicable
aaa;Florida;12;01/06/2016;01/06/2016;Emphysema, unspecified;J43.9;20;Not Applicable;Not Applicable
aaa;Florida;12;01/06/2016;01/06/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;121;Not Applicable;Not Applicable
aaa;Florida;12;01/06/2016;01/06/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;25;Not Applicable;Not Applicable
aaa;Florida;12;01/06/2016;01/06/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;726;Not Applicable;Not Applicable
aaa;Florida;12;01/06/2016;01/06/2016;Asthma, unspecified;J45.9;12;Not Applicable;Not Applicable
Total;Florida;12;01/06/2016;01/06/2016;;;1111;Not Applicable;Not Applicable
aaa;Florida;12;01/07/2016;01/07/2016;Pneumonia, unspecified;J18.9;168;Not Applicable;Not Applicable
aaa;Florida;12;01/07/2016;01/07/2016;Emphysema, unspecified;J43.9;28;Not Applicable;Not Applicable
aaa;Florida;12;01/07/2016;01/07/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;101;Not Applicable;Not Applicable
aaa;Florida;12;01/07/2016;01/07/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;24;Not Applicable;Not Applicable
aaa;Florida;12;01/07/2016;01/07/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;762;Not Applicable;Not Applicable
aaa;Florida;12;01/07/2016;01/07/2016;Asthma, unspecified;J45.9;14;Not Applicable;Not Applicable
Total;Florida;12;01/07/2016;01/07/2016;;;1137;Not Applicable;Not Applicable
aaa;Florida;12;01/08/2016;01/08/2016;Pneumonia, unspecified;J18.9;165;Not Applicable;Not Applicable
aaa;Florida;12;01/08/2016;01/08/2016;Emphysema, unspecified;J43.9;32;Not Applicable;Not Applicable
aaa;Florida;12;01/08/2016;01/08/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;97;Not Applicable;Not Applicable
aaa;Florida;12;01/08/2016;01/08/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;19;Not Applicable;Not Applicable
aaa;Florida;12;01/08/2016;01/08/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;722;Not Applicable;Not Applicable
aaa;Florida;12;01/08/2016;01/08/2016;Asthma, unspecified;J45.9;18;Not Applicable;Not Applicable
Total;Florida;12;01/08/2016;01/08/2016;;;1085;Not Applicable;Not Applicable
aaa;Florida;12;01/09/2016;01/09/2016;Pneumonia, unspecified;J18.9;167;Not Applicable;Not Applicable
aaa;Florida;12;01/09/2016;01/09/2016;Emphysema, unspecified;J43.9;28;Not Applicable;Not Applicable
aaa;Florida;12;01/09/2016;01/09/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;103;Not Applicable;Not Applicable
aaa;Florida;12;01/09/2016;01/09/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;19;Not Applicable;Not Applicable
aaa;Florida;12;01/09/2016;01/09/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;662;Not Applicable;Not Applicable
Total;Florida;12;01/09/2016;01/09/2016;;;1016;Not Applicable;Not Applicable
aaa;Florida;12;01/10/2016;01/10/2016;Pneumonia, unspecified;J18.9;168;Not Applicable;Not Applicable
aaa;Florida;12;01/10/2016;01/10/2016;Emphysema, unspecified;J43.9;33;Not Applicable;Not Applicable
aaa;Florida;12;01/10/2016;01/10/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;109;Not Applicable;Not Applicable
aaa;Florida;12;01/10/2016;01/10/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;29;Not Applicable;Not Applicable
aaa;Florida;12;01/10/2016;01/10/2016;Other specified chronic obstructive pulmonary disease;J44.8;15;Not Applicable;Not Applicable
aaa;Florida;12;01/10/2016;01/10/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;729;Not Applicable;Not Applicable
aaa;Florida;12;01/10/2016;01/10/2016;Asthma, unspecified;J45.9;13;Not Applicable;Not Applicable
Total;Florida;12;01/10/2016;01/10/2016;;;1140;Not Applicable;Not Applicable
aaa;Florida;12;01/11/2016;01/11/2016;Bacterial pneumonia, unspecified;J15.9;13;Not Applicable;Not Applicable
aaa;Florida;12;01/11/2016;01/11/2016;Pneumonia, unspecified;J18.9;195;Not Applicable;Not Applicable
aaa;Florida;12;01/11/2016;01/11/2016;Emphysema, unspecified;J43.9;37;Not Applicable;Not Applicable
aaa;Florida;12;01/11/2016;01/11/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;106;Not Applicable;Not Applicable
aaa;Florida;12;01/11/2016;01/11/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;29;Not Applicable;Not Applicable
aaa;Florida;12;01/11/2016;01/11/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;791;Not Applicable;Not Applicable
aaa;Florida;12;01/11/2016;01/11/2016;Asthma, unspecified;J45.9;11;Not Applicable;Not Applicable
Total;Florida;12;01/11/2016;01/11/2016;;;1212;Not Applicable;Not Applicable
aaa;Florida;12;01/12/2016;01/12/2016;Pneumonia, unspecified;J18.9;228;Not Applicable;Not Applicable
aaa;Florida;12;01/12/2016;01/12/2016;Emphysema, unspecified;J43.9;36;Not Applicable;Not Applicable
aaa;Florida;12;01/12/2016;01/12/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;122;Not Applicable;Not Applicable
aaa;Florida;12;01/12/2016;01/12/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;34;Not Applicable;Not Applicable
aaa;Florida;12;01/12/2016;01/12/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;811;Not Applicable;Not Applicable
aaa;Florida;12;01/12/2016;01/12/2016;Asthma, unspecified;J45.9;13;Not Applicable;Not Applicable
Total;Florida;12;01/12/2016;01/12/2016;;;1308;Not Applicable;Not Applicable
Total;Florida;12;;;;;14778;Not Applicable;Not Applicable
aaa;Georgia;13;01/01/2016;01/01/2016;Pneumonia, unspecified;J18.9;138;Not Applicable;Not Applicable
aaa;Georgia;13;01/01/2016;01/01/2016;Emphysema, unspecified;J43.9;17;Not Applicable;Not Applicable
aaa;Georgia;13;01/01/2016;01/01/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;49;Not Applicable;Not Applicable
aaa;Georgia;13;01/01/2016;01/01/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;11;Not Applicable;Not Applicable
aaa;Georgia;13;01/01/2016;01/01/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;357;Not Applicable;Not Applicable
Total;Georgia;13;01/01/2016;01/01/2016;;;610;Not Applicable;Not Applicable
aaa;Georgia;13;01/02/2016;01/02/2016;Pneumonia, unspecified;J18.9;115;Not Applicable;Not Applicable
aaa;Georgia;13;01/02/2016;01/02/2016;Emphysema, unspecified;J43.9;17;Not Applicable;Not Applicable
aaa;Georgia;13;01/02/2016;01/02/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;54;Not Applicable;Not Applicable
aaa;Georgia;13;01/02/2016;01/02/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;325;Not Applicable;Not Applicable
Total;Georgia;13;01/02/2016;01/02/2016;;;552;Not Applicable;Not Applicable
aaa;Georgia;13;01/03/2016;01/03/2016;Pneumonia, unspecified;J18.9;130;Not Applicable;Not Applicable
aaa;Georgia;13;01/03/2016;01/03/2016;Emphysema, unspecified;J43.9;24;Not Applicable;Not Applicable
aaa;Georgia;13;01/03/2016;01/03/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;61;Not Applicable;Not Applicable
aaa;Georgia;13;01/03/2016;01/03/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;15;Not Applicable;Not Applicable
aaa;Georgia;13;01/03/2016;01/03/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;373;Not Applicable;Not Applicable
Total;Georgia;13;01/03/2016;01/03/2016;;;652;Not Applicable;Not Applicable
aaa;Georgia;13;01/04/2016;01/04/2016;Pneumonia, unspecified;J18.9;123;Not Applicable;Not Applicable
aaa;Georgia;13;01/04/2016;01/04/2016;Emphysema, unspecified;J43.9;18;Not Applicable;Not Applicable
aaa;Georgia;13;01/04/2016;01/04/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;42;Not Applicable;Not Applicable
aaa;Georgia;13;01/04/2016;01/04/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;12;Not Applicable;Not Applicable
aaa;Georgia;13;01/04/2016;01/04/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;293;Not Applicable;Not Applicable
Total;Georgia;13;01/04/2016;01/04/2016;;;531;Not Applicable;Not Applicable
aaa;Georgia;13;01/05/2016;01/05/2016;Pneumonia, unspecified;J18.9;76;Not Applicable;Not Applicable
aaa;Georgia;13;01/05/2016;01/05/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;31;Not Applicable;Not Applicable
aaa;Georgia;13;01/05/2016;01/05/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;14;Not Applicable;Not Applicable
aaa;Georgia;13;01/05/2016;01/05/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;293;Not Applicable;Not Applicable
Total;Georgia;13;01/05/2016;01/05/2016;;;452;Not Applicable;Not Applicable
aaa;Georgia;13;01/06/2016;01/06/2016;Pneumonia, unspecified;J18.9;93;Not Applicable;Not Applicable
aaa;Georgia;13;01/06/2016;01/06/2016;Emphysema, unspecified;J43.9;11;Not Applicable;Not Applicable
aaa;Georgia;13;01/06/2016;01/06/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;30;Not Applicable;Not Applicable
aaa;Georgia;13;01/06/2016;01/06/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;290;Not Applicable;Not Applicable
Total;Georgia;13;01/06/2016;01/06/2016;;;458;Not Applicable;Not Applicable
aaa;Georgia;13;01/07/2016;01/07/2016;Pneumonia, unspecified;J18.9;92;Not Applicable;Not Applicable
aaa;Georgia;13;01/07/2016;01/07/2016;Emphysema, unspecified;J43.9;16;Not Applicable;Not Applicable
aaa;Georgia;13;01/07/2016;01/07/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;33;Not Applicable;Not Applicable
aaa;Georgia;13;01/07/2016;01/07/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;295;Not Applicable;Not Applicable
Total;Georgia;13;01/07/2016;01/07/2016;;;464;Not Applicable;Not Applicable
aaa;Georgia;13;01/08/2016;01/08/2016;Pneumonia, unspecified;J18.9;83;Not Applicable;Not Applicable
aaa;Georgia;13;01/08/2016;01/08/2016;Emphysema, unspecified;J43.9;19;Not Applicable;Not Applicable
aaa;Georgia;13;01/08/2016;01/08/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;42;Not Applicable;Not Applicable
aaa;Georgia;13;01/08/2016;01/08/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;318;Not Applicable;Not Applicable
Total;Georgia;13;01/08/2016;01/08/2016;;;486;Not Applicable;Not Applicable
aaa;Georgia;13;01/09/2016;01/09/2016;Pneumonia, unspecified;J18.9;71;Not Applicable;Not Applicable
aaa;Georgia;13;01/09/2016;01/09/2016;Emphysema, unspecified;J43.9;23;Not Applicable;Not Applicable
aaa;Georgia;13;01/09/2016;01/09/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;28;Not Applicable;Not Applicable
aaa;Georgia;13;01/09/2016;01/09/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;11;Not Applicable;Not Applicable
aaa;Georgia;13;01/09/2016;01/09/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;282;Not Applicable;Not Applicable
Total;Georgia;13;01/09/2016;01/09/2016;;;438;Not Applicable;Not Applicable
aaa;Georgia;13;01/10/2016;01/10/2016;Pneumonia, unspecified;J18.9;91;Not Applicable;Not Applicable
aaa;Georgia;13;01/10/2016;01/10/2016;Emphysema, unspecified;J43.9;24;Not Applicable;Not Applicable
aaa;Georgia;13;01/10/2016;01/10/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;34;Not Applicable;Not Applicable
aaa;Georgia;13;01/10/2016;01/10/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;11;Not Applicable;Not Applicable
aaa;Georgia;13;01/10/2016;01/10/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;283;Not Applicable;Not Applicable
Total;Georgia;13;01/10/2016;01/10/2016;;;463;Not Applicable;Not Applicable
aaa;Georgia;13;01/11/2016;01/11/2016;Pneumonia, unspecified;J18.9;86;Not Applicable;Not Applicable
aaa;Georgia;13;01/11/2016;01/11/2016;Emphysema, unspecified;J43.9;18;Not Applicable;Not Applicable
aaa;Georgia;13;01/11/2016;01/11/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;34;Not Applicable;Not Applicable
aaa;Georgia;13;01/11/2016;01/11/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;11;Not Applicable;Not Applicable
aaa;Georgia;13;01/11/2016;01/11/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;313;Not Applicable;Not Applicable
Total;Georgia;13;01/11/2016;01/11/2016;;;490;Not Applicable;Not Applicable
aaa;Georgia;13;01/12/2016;01/12/2016;Pneumonia, unspecified;J18.9;133;Not Applicable;Not Applicable
aaa;Georgia;13;01/12/2016;01/12/2016;Emphysema, unspecified;J43.9;21;Not Applicable;Not Applicable
aaa;Georgia;13;01/12/2016;01/12/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;45;Not Applicable;Not Applicable
aaa;Georgia;13;01/12/2016;01/12/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;15;Not Applicable;Not Applicable
aaa;Georgia;13;01/12/2016;01/12/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;384;Not Applicable;Not Applicable
Total;Georgia;13;01/12/2016;01/12/2016;;;632;Not Applicable;Not Applicable
Total;Georgia;13;;;;;6228;Not Applicable;Not Applicable
aaa;Hawaii;15;01/01/2016;01/01/2016;Pneumonia, unspecified;J18.9;38;Not Applicable;Not Applicable
aaa;Hawaii;15;01/01/2016;01/01/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;26;Not Applicable;Not Applicable
Total;Hawaii;15;01/01/2016;01/01/2016;;;82;Not Applicable;Not Applicable
aaa;Hawaii;15;01/02/2016;01/02/2016;Pneumonia, unspecified;J18.9;34;Not Applicable;Not Applicable
aaa;Hawaii;15;01/02/2016;01/02/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;23;Not Applicable;Not Applicable
Total;Hawaii;15;01/02/2016;01/02/2016;;;66;Not Applicable;Not Applicable
aaa;Hawaii;15;01/03/2016;01/03/2016;Pneumonia, unspecified;J18.9;46;Not Applicable;Not Applicable
aaa;Hawaii;15;01/03/2016;01/03/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;21;Not Applicable;Not Applicable
Total;Hawaii;15;01/03/2016;01/03/2016;;;90;Not Applicable;Not Applicable
aaa;Hawaii;15;01/04/2016;01/04/2016;Pneumonia, unspecified;J18.9;29;Not Applicable;Not Applicable
aaa;Hawaii;15;01/04/2016;01/04/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;26;Not Applicable;Not Applicable
Total;Hawaii;15;01/04/2016;01/04/2016;;;72;Not Applicable;Not Applicable
aaa;Hawaii;15;01/05/2016;01/05/2016;Pneumonia, unspecified;J18.9;27;Not Applicable;Not Applicable
aaa;Hawaii;15;01/05/2016;01/05/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;16;Not Applicable;Not Applicable
Total;Hawaii;15;01/05/2016;01/05/2016;;;52;Not Applicable;Not Applicable
aaa;Hawaii;15;01/06/2016;01/06/2016;Pneumonia, unspecified;J18.9;27;Not Applicable;Not Applicable
Total;Hawaii;15;01/06/2016;01/06/2016;;;45;Not Applicable;Not Applicable
aaa;Hawaii;15;01/07/2016;01/07/2016;Pneumonia, unspecified;J18.9;24;Not Applicable;Not Applicable
aaa;Hawaii;15;01/07/2016;01/07/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;12;Not Applicable;Not Applicable
Total;Hawaii;15;01/07/2016;01/07/2016;;;58;Not Applicable;Not Applicable
aaa;Hawaii;15;01/08/2016;01/08/2016;Pneumonia, unspecified;J18.9;43;Not Applicable;Not Applicable
aaa;Hawaii;15;01/08/2016;01/08/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;21;Not Applicable;Not Applicable
Total;Hawaii;15;01/08/2016;01/08/2016;;;73;Not Applicable;Not Applicable
aaa;Hawaii;15;01/09/2016;01/09/2016;Pneumonia, unspecified;J18.9;41;Not Applicable;Not Applicable
aaa;Hawaii;15;01/09/2016;01/09/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;18;Not Applicable;Not Applicable
Total;Hawaii;15;01/09/2016;01/09/2016;;;69;Not Applicable;Not Applicable
aaa;Hawaii;15;01/10/2016;01/10/2016;Pneumonia, unspecified;J18.9;35;Not Applicable;Not Applicable
aaa;Hawaii;15;01/10/2016;01/10/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;20;Not Applicable;Not Applicable
Total;Hawaii;15;01/10/2016;01/10/2016;;;66;Not Applicable;Not Applicable
aaa;Hawaii;15;01/11/2016;01/11/2016;Pneumonia, unspecified;J18.9;56;Not Applicable;Not Applicable
aaa;Hawaii;15;01/11/2016;01/11/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;18;Not Applicable;Not Applicable
Total;Hawaii;15;01/11/2016;01/11/2016;;;89;Not Applicable;Not Applicable
aaa;Hawaii;15;01/12/2016;01/12/2016;Pneumonia, unspecified;J18.9;52;Not Applicable;Not Applicable
aaa;Hawaii;15;01/12/2016;01/12/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;14;Not Applicable;Not Applicable
Total;Hawaii;15;01/12/2016;01/12/2016;;;87;Not Applicable;Not Applicable
Total;Hawaii;15;;;;;849;Not Applicable;Not Applicable
aaa;Idaho;16;01/01/2016;01/01/2016;Pneumonia, unspecified;J18.9;26;Not Applicable;Not Applicable
aaa;Idaho;16;01/01/2016;01/01/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;10;Not Applicable;Not Applicable
aaa;Idaho;16;01/01/2016;01/01/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;57;Not Applicable;Not Applicable
Total;Idaho;16;01/01/2016;01/01/2016;;;103;Not Applicable;Not Applicable
aaa;Idaho;16;01/02/2016;01/02/2016;Pneumonia, unspecified;J18.9;22;Not Applicable;Not Applicable
aaa;Idaho;16;01/02/2016;01/02/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;53;Not Applicable;Not Applicable
Total;Idaho;16;01/02/2016;01/02/2016;;;93;Not Applicable;Not Applicable
aaa;Idaho;16;01/03/2016;01/03/2016;Pneumonia, unspecified;J18.9;13;Not Applicable;Not Applicable
aaa;Idaho;16;01/03/2016;01/03/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;62;Not Applicable;Not Applicable
Total;Idaho;16;01/03/2016;01/03/2016;;;112;Not Applicable;Not Applicable
aaa;Idaho;16;01/04/2016;01/04/2016;Pneumonia, unspecified;J18.9;11;Not Applicable;Not Applicable
aaa;Idaho;16;01/04/2016;01/04/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;12;Not Applicable;Not Applicable
aaa;Idaho;16;01/04/2016;01/04/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;54;Not Applicable;Not Applicable
Total;Idaho;16;01/04/2016;01/04/2016;;;96;Not Applicable;Not Applicable
aaa;Idaho;16;01/05/2016;01/05/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;65;Not Applicable;Not Applicable
Total;Idaho;16;01/05/2016;01/05/2016;;;90;Not Applicable;Not Applicable
aaa;Idaho;16;01/06/2016;01/06/2016;Pneumonia, unspecified;J18.9;14;Not Applicable;Not Applicable
aaa;Idaho;16;01/06/2016;01/06/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;10;Not Applicable;Not Applicable
aaa;Idaho;16;01/06/2016;01/06/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;63;Not Applicable;Not Applicable
Total;Idaho;16;01/06/2016;01/06/2016;;;92;Not Applicable;Not Applicable
aaa;Idaho;16;01/07/2016;01/07/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;40;Not Applicable;Not Applicable
Total;Idaho;16;01/07/2016;01/07/2016;;;65;Not Applicable;Not Applicable
aaa;Idaho;16;01/08/2016;01/08/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;63;Not Applicable;Not Applicable
Total;Idaho;16;01/08/2016;01/08/2016;;;86;Not Applicable;Not Applicable
aaa;Idaho;16;01/09/2016;01/09/2016;Pneumonia, unspecified;J18.9;14;Not Applicable;Not Applicable
aaa;Idaho;16;01/09/2016;01/09/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;64;Not Applicable;Not Applicable
Total;Idaho;16;01/09/2016;01/09/2016;;;97;Not Applicable;Not Applicable
aaa;Idaho;16;01/10/2016;01/10/2016;Pneumonia, unspecified;J18.9;16;Not Applicable;Not Applicable
aaa;Idaho;16;01/10/2016;01/10/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;46;Not Applicable;Not Applicable
Total;Idaho;16;01/10/2016;01/10/2016;;;70;Not Applicable;Not Applicable
aaa;Idaho;16;01/11/2016;01/11/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;40;Not Applicable;Not Applicable
Total;Idaho;16;01/11/2016;01/11/2016;;;64;Not Applicable;Not Applicable
aaa;Idaho;16;01/12/2016;01/12/2016;Pneumonia, unspecified;J18.9;12;Not Applicable;Not Applicable
aaa;Idaho;16;01/12/2016;01/12/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;11;Not Applicable;Not Applicable
aaa;Idaho;16;01/12/2016;01/12/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;58;Not Applicable;Not Applicable
Total;Idaho;16;01/12/2016;01/12/2016;;;104;Not Applicable;Not Applicable
Total;Idaho;16;;;;;1072;Not Applicable;Not Applicable
aaa;Illinois;17;01/01/2016;01/01/2016;Pneumonia, unspecified;J18.9;208;Not Applicable;Not Applicable
aaa;Illinois;17;01/01/2016;01/01/2016;Emphysema, unspecified;J43.9;26;Not Applicable;Not Applicable
aaa;Illinois;17;01/01/2016;01/01/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;82;Not Applicable;Not Applicable
aaa;Illinois;17;01/01/2016;01/01/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;16;Not Applicable;Not Applicable
aaa;Illinois;17;01/01/2016;01/01/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;363;Not Applicable;Not Applicable
aaa;Illinois;17;01/01/2016;01/01/2016;Asthma, unspecified;J45.9;16;Not Applicable;Not Applicable
Total;Illinois;17;01/01/2016;01/01/2016;;;737;Not Applicable;Not Applicable
aaa;Illinois;17;01/02/2016;01/02/2016;Pneumonia, unspecified;J18.9;183;Not Applicable;Not Applicable
aaa;Illinois;17;01/02/2016;01/02/2016;Emphysema, unspecified;J43.9;26;Not Applicable;Not Applicable
aaa;Illinois;17;01/02/2016;01/02/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;56;Not Applicable;Not Applicable
aaa;Illinois;17;01/02/2016;01/02/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;24;Not Applicable;Not Applicable
aaa;Illinois;17;01/02/2016;01/02/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;385;Not Applicable;Not Applicable
aaa;Illinois;17;01/02/2016;01/02/2016;Asthma, unspecified;J45.9;15;Not Applicable;Not Applicable
Total;Illinois;17;01/02/2016;01/02/2016;;;728;Not Applicable;Not Applicable
aaa;Illinois;17;01/03/2016;01/03/2016;Influenza with pneumonia, virus not identified;J11.0;18;Not Applicable;Not Applicable
aaa;Illinois;17;01/03/2016;01/03/2016;Influenza with other respiratory manifestations, virus not identified;J11.1;12;Not Applicable;Not Applicable
aaa;Illinois;17;01/03/2016;01/03/2016;Pneumonia, unspecified;J18.9;182;Not Applicable;Not Applicable
aaa;Illinois;17;01/03/2016;01/03/2016;Emphysema, unspecified;J43.9;29;Not Applicable;Not Applicable
aaa;Illinois;17;01/03/2016;01/03/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;70;Not Applicable;Not Applicable
aaa;Illinois;17;01/03/2016;01/03/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;28;Not Applicable;Not Applicable
aaa;Illinois;17;01/03/2016;01/03/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;420;Not Applicable;Not Applicable
aaa;Illinois;17;01/03/2016;01/03/2016;Asthma, unspecified;J45.9;13;Not Applicable;Not Applicable
Total;Illinois;17;01/03/2016;01/03/2016;;;827;Not Applicable;Not Applicable
aaa;Illinois;17;01/04/2016;01/04/2016;Pneumonia, unspecified;J18.9;160;Not Applicable;Not Applicable
aaa;Illinois;17;01/04/2016;01/04/2016;Emphysema, unspecified;J43.9;26;Not Applicable;Not Applicable
aaa;Illinois;17;01/04/2016;01/04/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;61;Not Applicable;Not Applicable
aaa;Illinois;17;01/04/2016;01/04/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;17;Not Applicable;Not Applicable
aaa;Illinois;17;01/04/2016;01/04/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;347;Not Applicable;Not Applicable
aaa;Illinois;17;01/04/2016;01/04/2016;Asthma, unspecified;J45.9;12;Not Applicable;Not Applicable
Total;Illinois;17;01/04/2016;01/04/2016;;;657;Not Applicable;Not Applicable
aaa;Illinois;17;01/05/2016;01/05/2016;Pneumonia, unspecified;J18.9;158;Not Applicable;Not Applicable
aaa;Illinois;17;01/05/2016;01/05/2016;Emphysema, unspecified;J43.9;30;Not Applicable;Not Applicable
aaa;Illinois;17;01/05/2016;01/05/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;56;Not Applicable;Not Applicable
aaa;Illinois;17;01/05/2016;01/05/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;15;Not Applicable;Not Applicable
aaa;Illinois;17;01/05/2016;01/05/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;360;Not Applicable;Not Applicable
Total;Illinois;17;01/05/2016;01/05/2016;;;653;Not Applicable;Not Applicable
aaa;Illinois;17;01/06/2016;01/06/2016;Pneumonia, unspecified;J18.9;165;Not Applicable;Not Applicable
