Notes;State;State Code;Month;Month Code;Cause of death;Cause of death Code;Deaths;Population;Crude Rate
Total;Illinois;17;01/08/2014;01/08/2014;;;562;Not Applicable;Not Applicable
aaa;Illinois;17;01/09/2014;01/09/2014;Pneumonia, unspecified;J18.9;140;Not Applicable;Not Applicable
aaa;Illinois;17;01/09/2014;01/09/2014;Emphysema, unspecified;J43.9;28;Not Applicable;Not Applicable
aaa;Illinois;17;01/09/2014;01/09/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;52;Not Applicable;Not Applicable
aaa;Illinois;17;01/09/2014;01/09/2014;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;14;Not Applicable;Not Applicable
aaa;Illinois;17;01/09/2014;01/09/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;299;Not Applicable;Not Applicable
aaa;Illinois;17;01/09/2014;01/09/2014;Asthma, unspecified;J45.9;13;Not Applicable;Not Applicable
Total;Illinois;17;01/09/2014;01/09/2014;;;561;Not Applicable;Not Applicable
aaa;Illinois;17;01/10/2014;01/10/2014;Pneumonia, unspecified;J18.9;161;Not Applicable;Not Applicable
aaa;Illinois;17;01/10/2014;01/10/2014;Emphysema, unspecified;J43.9;21;Not Applicable;Not Applicable
aaa;Illinois;17;01/10/2014;01/10/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;60;Not Applicable;Not Applicable
aaa;Illinois;17;01/10/2014;01/10/2014;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;16;Not Applicable;Not Applicable
aaa;Illinois;17;01/10/2014;01/10/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;323;Not Applicable;Not Applicable
aaa;Illinois;17;01/10/2014;01/10/2014;Asthma, unspecified;J45.9;18;Not Applicable;Not Applicable
Total;Illinois;17;01/10/2014;01/10/2014;;;623;Not Applicable;Not Applicable
aaa;Illinois;17;01/11/2014;01/11/2014;Pneumonia, unspecified;J18.9;172;Not Applicable;Not Applicable
aaa;Illinois;17;01/11/2014;01/11/2014;Emphysema, unspecified;J43.9;39;Not Applicable;Not Applicable
aaa;Illinois;17;01/11/2014;01/11/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;52;Not Applicable;Not Applicable
aaa;Illinois;17;01/11/2014;01/11/2014;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;13;Not Applicable;Not Applicable
aaa;Illinois;17;01/11/2014;01/11/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;371;Not Applicable;Not Applicable
aaa;Illinois;17;01/11/2014;01/11/2014;Asthma, unspecified;J45.9;12;Not Applicable;Not Applicable
Total;Illinois;17;01/11/2014;01/11/2014;;;686;Not Applicable;Not Applicable
aaa;Illinois;17;01/12/2014;01/12/2014;Influenza with pneumonia, influenza virus identified;J10.0;13;Not Applicable;Not Applicable
aaa;Illinois;17;01/12/2014;01/12/2014;Influenza with other respiratory manifestations, influenza virus identified;J10.1;18;Not Applicable;Not Applicable
aaa;Illinois;17;01/12/2014;01/12/2014;Influenza with pneumonia, virus not identified;J11.0;40;Not Applicable;Not Applicable
aaa;Illinois;17;01/12/2014;01/12/2014;Influenza with other respiratory manifestations, virus not identified;J11.1;35;Not Applicable;Not Applicable
aaa;Illinois;17;01/12/2014;01/12/2014;Pneumonia, unspecified;J18.9;247;Not Applicable;Not Applicable
aaa;Illinois;17;01/12/2014;01/12/2014;Emphysema, unspecified;J43.9;37;Not Applicable;Not Applicable
aaa;Illinois;17;01/12/2014;01/12/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;87;Not Applicable;Not Applicable
aaa;Illinois;17;01/12/2014;01/12/2014;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;25;Not Applicable;Not Applicable
aaa;Illinois;17;01/12/2014;01/12/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;433;Not Applicable;Not Applicable
aaa;Illinois;17;01/12/2014;01/12/2014;Asthma, unspecified;J45.9;13;Not Applicable;Not Applicable
Total;Illinois;17;01/12/2014;01/12/2014;;;974;Not Applicable;Not Applicable
Total;Illinois;17;;;;;8116;Not Applicable;Not Applicable
aaa;Indiana;18;01/01/2014;01/01/2014;Influenza with pneumonia, virus not identified;J11.0;11;Not Applicable;Not Applicable
aaa;Indiana;18;01/01/2014;01/01/2014;Pneumonia, unspecified;J18.9;117;Not Applicable;Not Applicable
aaa;Indiana;18;01/01/2014;01/01/2014;Emphysema, unspecified;J43.9;25;Not Applicable;Not Applicable
aaa;Indiana;18;01/01/2014;01/01/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;62;Not Applicable;Not Applicable
aaa;Indiana;18;01/01/2014;01/01/2014;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;19;Not Applicable;Not Applicable
aaa;Indiana;18;01/01/2014;01/01/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;273;Not Applicable;Not Applicable
Total;Indiana;18;01/01/2014;01/01/2014;;;550;Not Applicable;Not Applicable
aaa;Indiana;18;01/02/2014;01/02/2014;Influenza with pneumonia, virus not identified;J11.0;11;Not Applicable;Not Applicable
aaa;Indiana;18;01/02/2014;01/02/2014;Pneumonia, unspecified;J18.9;66;Not Applicable;Not Applicable
aaa;Indiana;18;01/02/2014;01/02/2014;Emphysema, unspecified;J43.9;16;Not Applicable;Not Applicable
aaa;Indiana;18;01/02/2014;01/02/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;46;Not Applicable;Not Applicable
aaa;Indiana;18;01/02/2014;01/02/2014;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;15;Not Applicable;Not Applicable
aaa;Indiana;18;01/02/2014;01/02/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;262;Not Applicable;Not Applicable
Total;Indiana;18;01/02/2014;01/02/2014;;;456;Not Applicable;Not Applicable
aaa;Indiana;18;01/03/2014;01/03/2014;Pneumonia, unspecified;J18.9;82;Not Applicable;Not Applicable
aaa;Indiana;18;01/03/2014;01/03/2014;Emphysema, unspecified;J43.9;16;Not Applicable;Not Applicable
aaa;Indiana;18;01/03/2014;01/03/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;42;Not Applicable;Not Applicable
aaa;Indiana;18;01/03/2014;01/03/2014;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;14;Not Applicable;Not Applicable
aaa;Indiana;18;01/03/2014;01/03/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;267;Not Applicable;Not Applicable
Total;Indiana;18;01/03/2014;01/03/2014;;;453;Not Applicable;Not Applicable
aaa;Indiana;18;01/04/2014;01/04/2014;Pneumonia, unspecified;J18.9;54;Not Applicable;Not Applicable
aaa;Indiana;18;01/04/2014;01/04/2014;Emphysema, unspecified;J43.9;18;Not Applicable;Not Applicable
aaa;Indiana;18;01/04/2014;01/04/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;42;Not Applicable;Not Applicable
aaa;Indiana;18;01/04/2014;01/04/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;243;Not Applicable;Not Applicable
Total;Indiana;18;01/04/2014;01/04/2014;;;390;Not Applicable;Not Applicable
aaa;Indiana;18;01/05/2014;01/05/2014;Pneumonia, unspecified;J18.9;57;Not Applicable;Not Applicable
aaa;Indiana;18;01/05/2014;01/05/2014;Emphysema, unspecified;J43.9;12;Not Applicable;Not Applicable
aaa;Indiana;18;01/05/2014;01/05/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;31;Not Applicable;Not Applicable
aaa;Indiana;18;01/05/2014;01/05/2014;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;19;Not Applicable;Not Applicable
aaa;Indiana;18;01/05/2014;01/05/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;243;Not Applicable;Not Applicable
Total;Indiana;18;01/05/2014;01/05/2014;;;378;Not Applicable;Not Applicable
aaa;Indiana;18;01/06/2014;01/06/2014;Pneumonia, unspecified;J18.9;64;Not Applicable;Not Applicable
aaa;Indiana;18;01/06/2014;01/06/2014;Emphysema, unspecified;J43.9;10;Not Applicable;Not Applicable
aaa;Indiana;18;01/06/2014;01/06/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;32;Not Applicable;Not Applicable
aaa;Indiana;18;01/06/2014;01/06/2014;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;11;Not Applicable;Not Applicable
aaa;Indiana;18;01/06/2014;01/06/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;238;Not Applicable;Not Applicable
Total;Indiana;18;01/06/2014;01/06/2014;;;372;Not Applicable;Not Applicable
aaa;Indiana;18;01/07/2014;01/07/2014;Pneumonia, unspecified;J18.9;61;Not Applicable;Not Applicable
aaa;Indiana;18;01/07/2014;01/07/2014;Emphysema, unspecified;J43.9;18;Not Applicable;Not Applicable
aaa;Indiana;18;01/07/2014;01/07/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;28;Not Applicable;Not Applicable
aaa;Indiana;18;01/07/2014;01/07/2014;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;17;Not Applicable;Not Applicable
aaa;Indiana;18;01/07/2014;01/07/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;253;Not Applicable;Not Applicable
Total;Indiana;18;01/07/2014;01/07/2014;;;392;Not Applicable;Not Applicable
aaa;Indiana;18;01/08/2014;01/08/2014;Pneumonia, unspecified;J18.9;58;Not Applicable;Not Applicable
aaa;Indiana;18;01/08/2014;01/08/2014;Emphysema, unspecified;J43.9;16;Not Applicable;Not Applicable
aaa;Indiana;18;01/08/2014;01/08/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;40;Not Applicable;Not Applicable
aaa;Indiana;18;01/08/2014;01/08/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;225;Not Applicable;Not Applicable
Total;Indiana;18;01/08/2014;01/08/2014;;;367;Not Applicable;Not Applicable
aaa;Indiana;18;01/09/2014;01/09/2014;Pneumonia, unspecified;J18.9;61;Not Applicable;Not Applicable
aaa;Indiana;18;01/09/2014;01/09/2014;Emphysema, unspecified;J43.9;15;Not Applicable;Not Applicable
aaa;Indiana;18;01/09/2014;01/09/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;29;Not Applicable;Not Applicable
aaa;Indiana;18;01/09/2014;01/09/2014;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;11;Not Applicable;Not Applicable
aaa;Indiana;18;01/09/2014;01/09/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;209;Not Applicable;Not Applicable
Total;Indiana;18;01/09/2014;01/09/2014;;;338;Not Applicable;Not Applicable
aaa;Indiana;18;01/10/2014;01/10/2014;Pneumonia, unspecified;J18.9;80;Not Applicable;Not Applicable
aaa;Indiana;18;01/10/2014;01/10/2014;Emphysema, unspecified;J43.9;13;Not Applicable;Not Applicable
aaa;Indiana;18;01/10/2014;01/10/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;39;Not Applicable;Not Applicable
aaa;Indiana;18;01/10/2014;01/10/2014;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;13;Not Applicable;Not Applicable
aaa;Indiana;18;01/10/2014;01/10/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;233;Not Applicable;Not Applicable
Total;Indiana;18;01/10/2014;01/10/2014;;;389;Not Applicable;Not Applicable
aaa;Indiana;18;01/11/2014;01/11/2014;Pneumonia, unspecified;J18.9;66;Not Applicable;Not Applicable
aaa;Indiana;18;01/11/2014;01/11/2014;Emphysema, unspecified;J43.9;26;Not Applicable;Not Applicable
aaa;Indiana;18;01/11/2014;01/11/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;44;Not Applicable;Not Applicable
aaa;Indiana;18;01/11/2014;01/11/2014;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;14;Not Applicable;Not Applicable
aaa;Indiana;18;01/11/2014;01/11/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;258;Not Applicable;Not Applicable
Total;Indiana;18;01/11/2014;01/11/2014;;;426;Not Applicable;Not Applicable
aaa;Indiana;18;01/12/2014;01/12/2014;Influenza with pneumonia, virus not identified;J11.0;29;Not Applicable;Not Applicable
aaa;Indiana;18;01/12/2014;01/12/2014;Influenza with other respiratory manifestations, virus not identified;J11.1;14;Not Applicable;Not Applicable
aaa;Indiana;18;01/12/2014;01/12/2014;Pneumonia, unspecified;J18.9;94;Not Applicable;Not Applicable
aaa;Indiana;18;01/12/2014;01/12/2014;Emphysema, unspecified;J43.9;31;Not Applicable;Not Applicable
aaa;Indiana;18;01/12/2014;01/12/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;42;Not Applicable;Not Applicable
aaa;Indiana;18;01/12/2014;01/12/2014;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;22;Not Applicable;Not Applicable
aaa;Indiana;18;01/12/2014;01/12/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;308;Not Applicable;Not Applicable
Total;Indiana;18;01/12/2014;01/12/2014;;;581;Not Applicable;Not Applicable
Total;Indiana;18;;;;;5092;Not Applicable;Not Applicable
aaa;Iowa;19;01/01/2014;01/01/2014;Pneumonia, unspecified;J18.9;67;Not Applicable;Not Applicable
aaa;Iowa;19;01/01/2014;01/01/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;33;Not Applicable;Not Applicable
aaa;Iowa;19;01/01/2014;01/01/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;119;Not Applicable;Not Applicable
Total;Iowa;19;01/01/2014;01/01/2014;;;263;Not Applicable;Not Applicable
aaa;Iowa;19;01/02/2014;01/02/2014;Pneumonia, unspecified;J18.9;50;Not Applicable;Not Applicable
aaa;Iowa;19;01/02/2014;01/02/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;24;Not Applicable;Not Applicable
aaa;Iowa;19;01/02/2014;01/02/2014;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;10;Not Applicable;Not Applicable
aaa;Iowa;19;01/02/2014;01/02/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;129;Not Applicable;Not Applicable
Total;Iowa;19;01/02/2014;01/02/2014;;;238;Not Applicable;Not Applicable
aaa;Iowa;19;01/03/2014;01/03/2014;Pneumonia, unspecified;J18.9;48;Not Applicable;Not Applicable
aaa;Iowa;19;01/03/2014;01/03/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;38;Not Applicable;Not Applicable
aaa;Iowa;19;01/03/2014;01/03/2014;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;13;Not Applicable;Not Applicable
aaa;Iowa;19;01/03/2014;01/03/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;146;Not Applicable;Not Applicable
Total;Iowa;19;01/03/2014;01/03/2014;;;268;Not Applicable;Not Applicable
aaa;Iowa;19;01/04/2014;01/04/2014;Pneumonia, unspecified;J18.9;36;Not Applicable;Not Applicable
aaa;Iowa;19;01/04/2014;01/04/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;28;Not Applicable;Not Applicable
aaa;Iowa;19;01/04/2014;01/04/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;115;Not Applicable;Not Applicable
Total;Iowa;19;01/04/2014;01/04/2014;;;211;Not Applicable;Not Applicable
aaa;Iowa;19;01/05/2014;01/05/2014;Pneumonia, unspecified;J18.9;27;Not Applicable;Not Applicable
aaa;Iowa;19;01/05/2014;01/05/2014;Emphysema, unspecified;J43.9;10;Not Applicable;Not Applicable
aaa;Iowa;19;01/05/2014;01/05/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;27;Not Applicable;Not Applicable
aaa;Iowa;19;01/05/2014;01/05/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;110;Not Applicable;Not Applicable
Total;Iowa;19;01/05/2014;01/05/2014;;;188;Not Applicable;Not Applicable
aaa;Iowa;19;01/06/2014;01/06/2014;Pneumonia, unspecified;J18.9;36;Not Applicable;Not Applicable
aaa;Iowa;19;01/06/2014;01/06/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;19;Not Applicable;Not Applicable
aaa;Iowa;19;01/06/2014;01/06/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;89;Not Applicable;Not Applicable
Total;Iowa;19;01/06/2014;01/06/2014;;;170;Not Applicable;Not Applicable
aaa;Iowa;19;01/07/2014;01/07/2014;Pneumonia, unspecified;J18.9;36;Not Applicable;Not Applicable
aaa;Iowa;19;01/07/2014;01/07/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;19;Not Applicable;Not Applicable
aaa;Iowa;19;01/07/2014;01/07/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;109;Not Applicable;Not Applicable
Total;Iowa;19;01/07/2014;01/07/2014;;;188;Not Applicable;Not Applicable
aaa;Iowa;19;01/08/2014;01/08/2014;Pneumonia, unspecified;J18.9;37;Not Applicable;Not Applicable
aaa;Iowa;19;01/08/2014;01/08/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;14;Not Applicable;Not Applicable
aaa;Iowa;19;01/08/2014;01/08/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;109;Not Applicable;Not Applicable
Total;Iowa;19;01/08/2014;01/08/2014;;;179;Not Applicable;Not Applicable
aaa;Iowa;19;01/09/2014;01/09/2014;Pneumonia, unspecified;J18.9;38;Not Applicable;Not Applicable
aaa;Iowa;19;01/09/2014;01/09/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;30;Not Applicable;Not Applicable
aaa;Iowa;19;01/09/2014;01/09/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;90;Not Applicable;Not Applicable
Total;Iowa;19;01/09/2014;01/09/2014;;;180;Not Applicable;Not Applicable
aaa;Iowa;19;01/10/2014;01/10/2014;Pneumonia, unspecified;J18.9;23;Not Applicable;Not Applicable
aaa;Iowa;19;01/10/2014;01/10/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;24;Not Applicable;Not Applicable
aaa;Iowa;19;01/10/2014;01/10/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;97;Not Applicable;Not Applicable
Total;Iowa;19;01/10/2014;01/10/2014;;;155;Not Applicable;Not Applicable
aaa;Iowa;19;01/11/2014;01/11/2014;Pneumonia, unspecified;J18.9;25;Not Applicable;Not Applicable
aaa;Iowa;19;01/11/2014;01/11/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;30;Not Applicable;Not Applicable
aaa;Iowa;19;01/11/2014;01/11/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;74;Not Applicable;Not Applicable
Total;Iowa;19;01/11/2014;01/11/2014;;;149;Not Applicable;Not Applicable
aaa;Iowa;19;01/12/2014;01/12/2014;Influenza with other respiratory manifestations, influenza virus identified;J10.1;14;Not Applicable;Not Applicable
aaa;Iowa;19;01/12/2014;01/12/2014;Influenza with other respiratory manifestations, virus not identified;J11.1;16;Not Applicable;Not Applicable
aaa;Iowa;19;01/12/2014;01/12/2014;Pneumonia, unspecified;J18.9;50;Not Applicable;Not Applicable
aaa;Iowa;19;01/12/2014;01/12/2014;Emphysema, unspecified;J43.9;14;Not Applicable;Not Applicable
aaa;Iowa;19;01/12/2014;01/12/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;42;Not Applicable;Not Applicable
aaa;Iowa;19;01/12/2014;01/12/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;140;Not Applicable;Not Applicable
Total;Iowa;19;01/12/2014;01/12/2014;;;308;Not Applicable;Not Applicable
Total;Iowa;19;;;;;2497;Not Applicable;Not Applicable
aaa;Kansas;20;01/01/2014;01/01/2014;Pneumonia, unspecified;J18.9;67;Not Applicable;Not Applicable
aaa;Kansas;20;01/01/2014;01/01/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;24;Not Applicable;Not Applicable
aaa;Kansas;20;01/01/2014;01/01/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;125;Not Applicable;Not Applicable
Total;Kansas;20;01/01/2014;01/01/2014;;;256;Not Applicable;Not Applicable
aaa;Kansas;20;01/02/2014;01/02/2014;Pneumonia, unspecified;J18.9;49;Not Applicable;Not Applicable
aaa;Kansas;20;01/02/2014;01/02/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;25;Not Applicable;Not Applicable
aaa;Kansas;20;01/02/2014;01/02/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;103;Not Applicable;Not Applicable
Total;Kansas;20;01/02/2014;01/02/2014;;;202;Not Applicable;Not Applicable
aaa;Kansas;20;01/03/2014;01/03/2014;Pneumonia, unspecified;J18.9;64;Not Applicable;Not Applicable
aaa;Kansas;20;01/03/2014;01/03/2014;Emphysema, unspecified;J43.9;12;Not Applicable;Not Applicable
aaa;Kansas;20;01/03/2014;01/03/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;25;Not Applicable;Not Applicable
aaa;Kansas;20;01/03/2014;01/03/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;141;Not Applicable;Not Applicable
Total;Kansas;20;01/03/2014;01/03/2014;;;266;Not Applicable;Not Applicable
aaa;Kansas;20;01/04/2014;01/04/2014;Pneumonia, unspecified;J18.9;55;Not Applicable;Not Applicable
aaa;Kansas;20;01/04/2014;01/04/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;29;Not Applicable;Not Applicable
aaa;Kansas;20;01/04/2014;01/04/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;121;Not Applicable;Not Applicable
Total;Kansas;20;01/04/2014;01/04/2014;;;225;Not Applicable;Not Applicable
aaa;Kansas;20;01/05/2014;01/05/2014;Pneumonia, unspecified;J18.9;31;Not Applicable;Not Applicable
aaa;Kansas;20;01/05/2014;01/05/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;17;Not Applicable;Not Applicable
aaa;Kansas;20;01/05/2014;01/05/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;108;Not Applicable;Not Applicable
Total;Kansas;20;01/05/2014;01/05/2014;;;177;Not Applicable;Not Applicable
aaa;Kansas;20;01/06/2014;01/06/2014;Pneumonia, unspecified;J18.9;33;Not Applicable;Not Applicable
aaa;Kansas;20;01/06/2014;01/06/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;20;Not Applicable;Not Applicable
aaa;Kansas;20;01/06/2014;01/06/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;88;Not Applicable;Not Applicable
Total;Kansas;20;01/06/2014;01/06/2014;;;159;Not Applicable;Not Applicable
aaa;Kansas;20;01/07/2014;01/07/2014;Pneumonia, unspecified;J18.9;32;Not Applicable;Not Applicable
aaa;Kansas;20;01/07/2014;01/07/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;13;Not Applicable;Not Applicable
aaa;Kansas;20;01/07/2014;01/07/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;89;Not Applicable;Not Applicable
Total;Kansas;20;01/07/2014;01/07/2014;;;158;Not Applicable;Not Applicable
aaa;Kansas;20;01/08/2014;01/08/2014;Pneumonia, unspecified;J18.9;36;Not Applicable;Not Applicable
aaa;Kansas;20;01/08/2014;01/08/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;13;Not Applicable;Not Applicable
aaa;Kansas;20;01/08/2014;01/08/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;82;Not Applicable;Not Applicable
Total;Kansas;20;01/08/2014;01/08/2014;;;149;Not Applicable;Not Applicable
aaa;Kansas;20;01/09/2014;01/09/2014;Pneumonia, unspecified;J18.9;37;Not Applicable;Not Applicable
aaa;Kansas;20;01/09/2014;01/09/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;15;Not Applicable;Not Applicable
aaa;Kansas;20;01/09/2014;01/09/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;85;Not Applicable;Not Applicable
Total;Kansas;20;01/09/2014;01/09/2014;;;149;Not Applicable;Not Applicable
aaa;Kansas;20;01/10/2014;01/10/2014;Pneumonia, unspecified;J18.9;42;Not Applicable;Not Applicable
aaa;Kansas;20;01/10/2014;01/10/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;19;Not Applicable;Not Applicable
aaa;Kansas;20;01/10/2014;01/10/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;94;Not Applicable;Not Applicable
Total;Kansas;20;01/10/2014;01/10/2014;;;171;Not Applicable;Not Applicable
aaa;Kansas;20;01/11/2014;01/11/2014;Pneumonia, unspecified;J18.9;39;Not Applicable;Not Applicable
aaa;Kansas;20;01/11/2014;01/11/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;13;Not Applicable;Not Applicable
aaa;Kansas;20;01/11/2014;01/11/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;120;Not Applicable;Not Applicable
Total;Kansas;20;01/11/2014;01/11/2014;;;186;Not Applicable;Not Applicable
aaa;Kansas;20;01/12/2014;01/12/2014;Pneumonia, unspecified;J18.9;47;Not Applicable;Not Applicable
aaa;Kansas;20;01/12/2014;01/12/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;16;Not Applicable;Not Applicable
aaa;Kansas;20;01/12/2014;01/12/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;115;Not Applicable;Not Applicable
Total;Kansas;20;01/12/2014;01/12/2014;;;212;Not Applicable;Not Applicable
Total;Kansas;20;;;;;2310;Not Applicable;Not Applicable
aaa;Kentucky;21;01/01/2014;01/01/2014;Influenza with pneumonia, virus not identified;J11.0;15;Not Applicable;Not Applicable
aaa;Kentucky;21;01/01/2014;01/01/2014;Influenza with other respiratory manifestations, virus not identified;J11.1;11;Not Applicable;Not Applicable
aaa;Kentucky;21;01/01/2014;01/01/2014;Pneumonia, unspecified;J18.9;98;Not Applicable;Not Applicable
aaa;Kentucky;21;01/01/2014;01/01/2014;Emphysema, unspecified;J43.9;14;Not Applicable;Not Applicable
aaa;Kentucky;21;01/01/2014;01/01/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;63;Not Applicable;Not Applicable
aaa;Kentucky;21;01/01/2014;01/01/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;245;Not Applicable;Not Applicable
Total;Kentucky;21;01/01/2014;01/01/2014;;;483;Not Applicable;Not Applicable
aaa;Kentucky;21;01/02/2014;01/02/2014;Pneumonia, unspecified;J18.9;75;Not Applicable;Not Applicable
aaa;Kentucky;21;01/02/2014;01/02/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;41;Not Applicable;Not Applicable
aaa;Kentucky;21;01/02/2014;01/02/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;183;Not Applicable;Not Applicable
Total;Kentucky;21;01/02/2014;01/02/2014;;;340;Not Applicable;Not Applicable
aaa;Kentucky;21;01/03/2014;01/03/2014;Pneumonia, unspecified;J18.9;68;Not Applicable;Not Applicable
aaa;Kentucky;21;01/03/2014;01/03/2014;Emphysema, unspecified;J43.9;16;Not Applicable;Not Applicable
aaa;Kentucky;21;01/03/2014;01/03/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;43;Not Applicable;Not Applicable
aaa;Kentucky;21;01/03/2014;01/03/2014;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;11;Not Applicable;Not Applicable
aaa;Kentucky;21;01/03/2014;01/03/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;207;Not Applicable;Not Applicable
