Notes;State;State Code;Month;Month Code;Cause of death;Cause of death Code;Deaths;Population;Crude Rate
aaa;Idaho;16;01/10/2015;01/10/2015;Pneumonia, unspecified;J18.9;14;Not Applicable;Not Applicable
aaa;Idaho;16;01/10/2015;01/10/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;46;Not Applicable;Not Applicable
Total;Idaho;16;01/10/2015;01/10/2015;;;77;Not Applicable;Not Applicable
aaa;Idaho;16;01/11/2015;01/11/2015;Pneumonia, unspecified;J18.9;13;Not Applicable;Not Applicable
aaa;Idaho;16;01/11/2015;01/11/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;11;Not Applicable;Not Applicable
aaa;Idaho;16;01/11/2015;01/11/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;46;Not Applicable;Not Applicable
Total;Idaho;16;01/11/2015;01/11/2015;;;86;Not Applicable;Not Applicable
aaa;Idaho;16;01/12/2015;01/12/2015;Pneumonia, unspecified;J18.9;12;Not Applicable;Not Applicable
aaa;Idaho;16;01/12/2015;01/12/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;56;Not Applicable;Not Applicable
Total;Idaho;16;01/12/2015;01/12/2015;;;85;Not Applicable;Not Applicable
Total;Idaho;16;;;;;1061;Not Applicable;Not Applicable
aaa;Illinois;17;01/01/2015;01/01/2015;Influenza with pneumonia, influenza virus identified;J10.0;16;Not Applicable;Not Applicable
aaa;Illinois;17;01/01/2015;01/01/2015;Influenza with other respiratory manifestations, influenza virus identified;J10.1;17;Not Applicable;Not Applicable
aaa;Illinois;17;01/01/2015;01/01/2015;Influenza with pneumonia, virus not identified;J11.0;37;Not Applicable;Not Applicable
aaa;Illinois;17;01/01/2015;01/01/2015;Influenza with other respiratory manifestations, virus not identified;J11.1;27;Not Applicable;Not Applicable
aaa;Illinois;17;01/01/2015;01/01/2015;Pneumonia, unspecified;J18.9;284;Not Applicable;Not Applicable
aaa;Illinois;17;01/01/2015;01/01/2015;Emphysema, unspecified;J43.9;28;Not Applicable;Not Applicable
aaa;Illinois;17;01/01/2015;01/01/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;115;Not Applicable;Not Applicable
aaa;Illinois;17;01/01/2015;01/01/2015;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;23;Not Applicable;Not Applicable
aaa;Illinois;17;01/01/2015;01/01/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;370;Not Applicable;Not Applicable
Total;Illinois;17;01/01/2015;01/01/2015;;;956;Not Applicable;Not Applicable
aaa;Illinois;17;01/02/2015;01/02/2015;Pneumonia, unspecified;J18.9;176;Not Applicable;Not Applicable
aaa;Illinois;17;01/02/2015;01/02/2015;Emphysema, unspecified;J43.9;28;Not Applicable;Not Applicable
aaa;Illinois;17;01/02/2015;01/02/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;66;Not Applicable;Not Applicable
aaa;Illinois;17;01/02/2015;01/02/2015;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;18;Not Applicable;Not Applicable
aaa;Illinois;17;01/02/2015;01/02/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;343;Not Applicable;Not Applicable
aaa;Illinois;17;01/02/2015;01/02/2015;Asthma, unspecified;J45.9;10;Not Applicable;Not Applicable
Total;Illinois;17;01/02/2015;01/02/2015;;;686;Not Applicable;Not Applicable
aaa;Illinois;17;01/03/2015;01/03/2015;Pneumonia, unspecified;J18.9;214;Not Applicable;Not Applicable
aaa;Illinois;17;01/03/2015;01/03/2015;Emphysema, unspecified;J43.9;29;Not Applicable;Not Applicable
aaa;Illinois;17;01/03/2015;01/03/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;60;Not Applicable;Not Applicable
aaa;Illinois;17;01/03/2015;01/03/2015;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;26;Not Applicable;Not Applicable
aaa;Illinois;17;01/03/2015;01/03/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;375;Not Applicable;Not Applicable
aaa;Illinois;17;01/03/2015;01/03/2015;Asthma, unspecified;J45.9;19;Not Applicable;Not Applicable
Total;Illinois;17;01/03/2015;01/03/2015;;;753;Not Applicable;Not Applicable
aaa;Illinois;17;01/04/2015;01/04/2015;Pneumonia, unspecified;J18.9;173;Not Applicable;Not Applicable
aaa;Illinois;17;01/04/2015;01/04/2015;Emphysema, unspecified;J43.9;25;Not Applicable;Not Applicable
aaa;Illinois;17;01/04/2015;01/04/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;71;Not Applicable;Not Applicable
aaa;Illinois;17;01/04/2015;01/04/2015;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;26;Not Applicable;Not Applicable
aaa;Illinois;17;01/04/2015;01/04/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;390;Not Applicable;Not Applicable
aaa;Illinois;17;01/04/2015;01/04/2015;Asthma, unspecified;J45.9;10;Not Applicable;Not Applicable
Total;Illinois;17;01/04/2015;01/04/2015;;;737;Not Applicable;Not Applicable
aaa;Illinois;17;01/05/2015;01/05/2015;Pneumonia, unspecified;J18.9;157;Not Applicable;Not Applicable
aaa;Illinois;17;01/05/2015;01/05/2015;Emphysema, unspecified;J43.9;25;Not Applicable;Not Applicable
aaa;Illinois;17;01/05/2015;01/05/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;70;Not Applicable;Not Applicable
aaa;Illinois;17;01/05/2015;01/05/2015;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;23;Not Applicable;Not Applicable
aaa;Illinois;17;01/05/2015;01/05/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;350;Not Applicable;Not Applicable
aaa;Illinois;17;01/05/2015;01/05/2015;Asthma, unspecified;J45.9;12;Not Applicable;Not Applicable
Total;Illinois;17;01/05/2015;01/05/2015;;;660;Not Applicable;Not Applicable
aaa;Illinois;17;01/06/2015;01/06/2015;Pneumonia, unspecified;J18.9;145;Not Applicable;Not Applicable
aaa;Illinois;17;01/06/2015;01/06/2015;Emphysema, unspecified;J43.9;23;Not Applicable;Not Applicable
aaa;Illinois;17;01/06/2015;01/06/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;45;Not Applicable;Not Applicable
aaa;Illinois;17;01/06/2015;01/06/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;338;Not Applicable;Not Applicable
Total;Illinois;17;01/06/2015;01/06/2015;;;582;Not Applicable;Not Applicable
aaa;Illinois;17;01/07/2015;01/07/2015;Pneumonia, unspecified;J18.9;138;Not Applicable;Not Applicable
aaa;Illinois;17;01/07/2015;01/07/2015;Emphysema, unspecified;J43.9;18;Not Applicable;Not Applicable
aaa;Illinois;17;01/07/2015;01/07/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;52;Not Applicable;Not Applicable
aaa;Illinois;17;01/07/2015;01/07/2015;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;20;Not Applicable;Not Applicable
aaa;Illinois;17;01/07/2015;01/07/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;295;Not Applicable;Not Applicable
aaa;Illinois;17;01/07/2015;01/07/2015;Asthma, unspecified;J45.9;12;Not Applicable;Not Applicable
Total;Illinois;17;01/07/2015;01/07/2015;;;551;Not Applicable;Not Applicable
aaa;Illinois;17;01/08/2015;01/08/2015;Pneumonia, unspecified;J18.9;161;Not Applicable;Not Applicable
aaa;Illinois;17;01/08/2015;01/08/2015;Emphysema, unspecified;J43.9;27;Not Applicable;Not Applicable
aaa;Illinois;17;01/08/2015;01/08/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;49;Not Applicable;Not Applicable
aaa;Illinois;17;01/08/2015;01/08/2015;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;13;Not Applicable;Not Applicable
aaa;Illinois;17;01/08/2015;01/08/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;293;Not Applicable;Not Applicable
aaa;Illinois;17;01/08/2015;01/08/2015;Asthma, unspecified;J45.9;15;Not Applicable;Not Applicable
Total;Illinois;17;01/08/2015;01/08/2015;;;578;Not Applicable;Not Applicable
aaa;Illinois;17;01/09/2015;01/09/2015;Pneumonia, unspecified;J18.9;118;Not Applicable;Not Applicable
aaa;Illinois;17;01/09/2015;01/09/2015;Emphysema, unspecified;J43.9;25;Not Applicable;Not Applicable
aaa;Illinois;17;01/09/2015;01/09/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;44;Not Applicable;Not Applicable
aaa;Illinois;17;01/09/2015;01/09/2015;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;15;Not Applicable;Not Applicable
aaa;Illinois;17;01/09/2015;01/09/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;280;Not Applicable;Not Applicable
Total;Illinois;17;01/09/2015;01/09/2015;;;507;Not Applicable;Not Applicable
aaa;Illinois;17;01/10/2015;01/10/2015;Pneumonia, unspecified;J18.9;164;Not Applicable;Not Applicable
aaa;Illinois;17;01/10/2015;01/10/2015;Emphysema, unspecified;J43.9;16;Not Applicable;Not Applicable
aaa;Illinois;17;01/10/2015;01/10/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;59;Not Applicable;Not Applicable
aaa;Illinois;17;01/10/2015;01/10/2015;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;19;Not Applicable;Not Applicable
aaa;Illinois;17;01/10/2015;01/10/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;314;Not Applicable;Not Applicable
Total;Illinois;17;01/10/2015;01/10/2015;;;600;Not Applicable;Not Applicable
aaa;Illinois;17;01/11/2015;01/11/2015;Pneumonia, unspecified;J18.9;150;Not Applicable;Not Applicable
aaa;Illinois;17;01/11/2015;01/11/2015;Emphysema, unspecified;J43.9;23;Not Applicable;Not Applicable
aaa;Illinois;17;01/11/2015;01/11/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;70;Not Applicable;Not Applicable
aaa;Illinois;17;01/11/2015;01/11/2015;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;15;Not Applicable;Not Applicable
aaa;Illinois;17;01/11/2015;01/11/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;330;Not Applicable;Not Applicable
aaa;Illinois;17;01/11/2015;01/11/2015;Asthma, unspecified;J45.9;11;Not Applicable;Not Applicable
Total;Illinois;17;01/11/2015;01/11/2015;;;625;Not Applicable;Not Applicable
aaa;Illinois;17;01/12/2015;01/12/2015;Pneumonia, unspecified;J18.9;181;Not Applicable;Not Applicable
aaa;Illinois;17;01/12/2015;01/12/2015;Emphysema, unspecified;J43.9;21;Not Applicable;Not Applicable
aaa;Illinois;17;01/12/2015;01/12/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;53;Not Applicable;Not Applicable
aaa;Illinois;17;01/12/2015;01/12/2015;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;18;Not Applicable;Not Applicable
aaa;Illinois;17;01/12/2015;01/12/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;346;Not Applicable;Not Applicable
aaa;Illinois;17;01/12/2015;01/12/2015;Asthma, unspecified;J45.9;17;Not Applicable;Not Applicable
Total;Illinois;17;01/12/2015;01/12/2015;;;652;Not Applicable;Not Applicable
Total;Illinois;17;;;;;7887;Not Applicable;Not Applicable
aaa;Indiana;18;01/01/2015;01/01/2015;Influenza with other respiratory manifestations, influenza virus identified;J10.1;12;Not Applicable;Not Applicable
aaa;Indiana;18;01/01/2015;01/01/2015;Influenza with pneumonia, virus not identified;J11.0;34;Not Applicable;Not Applicable
aaa;Indiana;18;01/01/2015;01/01/2015;Influenza with other respiratory manifestations, virus not identified;J11.1;27;Not Applicable;Not Applicable
aaa;Indiana;18;01/01/2015;01/01/2015;Pneumonia, unspecified;J18.9;131;Not Applicable;Not Applicable
aaa;Indiana;18;01/01/2015;01/01/2015;Emphysema, unspecified;J43.9;22;Not Applicable;Not Applicable
aaa;Indiana;18;01/01/2015;01/01/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;88;Not Applicable;Not Applicable
aaa;Indiana;18;01/01/2015;01/01/2015;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;19;Not Applicable;Not Applicable
aaa;Indiana;18;01/01/2015;01/01/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;317;Not Applicable;Not Applicable
aaa;Indiana;18;01/01/2015;01/01/2015;Asthma, unspecified;J45.9;13;Not Applicable;Not Applicable
Total;Indiana;18;01/01/2015;01/01/2015;;;707;Not Applicable;Not Applicable
aaa;Indiana;18;01/02/2015;01/02/2015;Pneumonia, unspecified;J18.9;97;Not Applicable;Not Applicable
aaa;Indiana;18;01/02/2015;01/02/2015;Emphysema, unspecified;J43.9;21;Not Applicable;Not Applicable
aaa;Indiana;18;01/02/2015;01/02/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;57;Not Applicable;Not Applicable
aaa;Indiana;18;01/02/2015;01/02/2015;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;16;Not Applicable;Not Applicable
aaa;Indiana;18;01/02/2015;01/02/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;246;Not Applicable;Not Applicable
Total;Indiana;18;01/02/2015;01/02/2015;;;472;Not Applicable;Not Applicable
aaa;Indiana;18;01/03/2015;01/03/2015;Pneumonia, unspecified;J18.9;98;Not Applicable;Not Applicable
aaa;Indiana;18;01/03/2015;01/03/2015;Emphysema, unspecified;J43.9;28;Not Applicable;Not Applicable
aaa;Indiana;18;01/03/2015;01/03/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;62;Not Applicable;Not Applicable
aaa;Indiana;18;01/03/2015;01/03/2015;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;18;Not Applicable;Not Applicable
aaa;Indiana;18;01/03/2015;01/03/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;323;Not Applicable;Not Applicable
Total;Indiana;18;01/03/2015;01/03/2015;;;561;Not Applicable;Not Applicable
aaa;Indiana;18;01/04/2015;01/04/2015;Pneumonia, unspecified;J18.9;84;Not Applicable;Not Applicable
aaa;Indiana;18;01/04/2015;01/04/2015;Emphysema, unspecified;J43.9;16;Not Applicable;Not Applicable
aaa;Indiana;18;01/04/2015;01/04/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;65;Not Applicable;Not Applicable
aaa;Indiana;18;01/04/2015;01/04/2015;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;12;Not Applicable;Not Applicable
aaa;Indiana;18;01/04/2015;01/04/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;262;Not Applicable;Not Applicable
Total;Indiana;18;01/04/2015;01/04/2015;;;469;Not Applicable;Not Applicable
aaa;Indiana;18;01/05/2015;01/05/2015;Pneumonia, unspecified;J18.9;61;Not Applicable;Not Applicable
aaa;Indiana;18;01/05/2015;01/05/2015;Emphysema, unspecified;J43.9;20;Not Applicable;Not Applicable
aaa;Indiana;18;01/05/2015;01/05/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;52;Not Applicable;Not Applicable
aaa;Indiana;18;01/05/2015;01/05/2015;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;10;Not Applicable;Not Applicable
aaa;Indiana;18;01/05/2015;01/05/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;273;Not Applicable;Not Applicable
Total;Indiana;18;01/05/2015;01/05/2015;;;439;Not Applicable;Not Applicable
aaa;Indiana;18;01/06/2015;01/06/2015;Pneumonia, unspecified;J18.9;45;Not Applicable;Not Applicable
aaa;Indiana;18;01/06/2015;01/06/2015;Emphysema, unspecified;J43.9;23;Not Applicable;Not Applicable
aaa;Indiana;18;01/06/2015;01/06/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;36;Not Applicable;Not Applicable
aaa;Indiana;18;01/06/2015;01/06/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;215;Not Applicable;Not Applicable
Total;Indiana;18;01/06/2015;01/06/2015;;;348;Not Applicable;Not Applicable
aaa;Indiana;18;01/07/2015;01/07/2015;Pneumonia, unspecified;J18.9;48;Not Applicable;Not Applicable
aaa;Indiana;18;01/07/2015;01/07/2015;Emphysema, unspecified;J43.9;20;Not Applicable;Not Applicable
aaa;Indiana;18;01/07/2015;01/07/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;30;Not Applicable;Not Applicable
aaa;Indiana;18;01/07/2015;01/07/2015;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;12;Not Applicable;Not Applicable
aaa;Indiana;18;01/07/2015;01/07/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;231;Not Applicable;Not Applicable
Total;Indiana;18;01/07/2015;01/07/2015;;;354;Not Applicable;Not Applicable
aaa;Indiana;18;01/08/2015;01/08/2015;Pneumonia, unspecified;J18.9;62;Not Applicable;Not Applicable
aaa;Indiana;18;01/08/2015;01/08/2015;Emphysema, unspecified;J43.9;11;Not Applicable;Not Applicable
aaa;Indiana;18;01/08/2015;01/08/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;37;Not Applicable;Not Applicable
aaa;Indiana;18;01/08/2015;01/08/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;238;Not Applicable;Not Applicable
Total;Indiana;18;01/08/2015;01/08/2015;;;367;Not Applicable;Not Applicable
aaa;Indiana;18;01/09/2015;01/09/2015;Pneumonia, unspecified;J18.9;68;Not Applicable;Not Applicable
aaa;Indiana;18;01/09/2015;01/09/2015;Emphysema, unspecified;J43.9;15;Not Applicable;Not Applicable
aaa;Indiana;18;01/09/2015;01/09/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;37;Not Applicable;Not Applicable
aaa;Indiana;18;01/09/2015;01/09/2015;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;15;Not Applicable;Not Applicable
aaa;Indiana;18;01/09/2015;01/09/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;219;Not Applicable;Not Applicable
Total;Indiana;18;01/09/2015;01/09/2015;;;371;Not Applicable;Not Applicable
aaa;Indiana;18;01/10/2015;01/10/2015;Pneumonia, unspecified;J18.9;57;Not Applicable;Not Applicable
aaa;Indiana;18;01/10/2015;01/10/2015;Emphysema, unspecified;J43.9;16;Not Applicable;Not Applicable
aaa;Indiana;18;01/10/2015;01/10/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;35;Not Applicable;Not Applicable
aaa;Indiana;18;01/10/2015;01/10/2015;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;16;Not Applicable;Not Applicable
aaa;Indiana;18;01/10/2015;01/10/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;225;Not Applicable;Not Applicable
Total;Indiana;18;01/10/2015;01/10/2015;;;371;Not Applicable;Not Applicable
aaa;Indiana;18;01/11/2015;01/11/2015;Pneumonia, unspecified;J18.9;41;Not Applicable;Not Applicable
aaa;Indiana;18;01/11/2015;01/11/2015;Emphysema, unspecified;J43.9;17;Not Applicable;Not Applicable
aaa;Indiana;18;01/11/2015;01/11/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;38;Not Applicable;Not Applicable
aaa;Indiana;18;01/11/2015;01/11/2015;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;15;Not Applicable;Not Applicable
aaa;Indiana;18;01/11/2015;01/11/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;227;Not Applicable;Not Applicable
Total;Indiana;18;01/11/2015;01/11/2015;;;359;Not Applicable;Not Applicable
aaa;Indiana;18;01/12/2015;01/12/2015;Pneumonia, unspecified;J18.9;70;Not Applicable;Not Applicable
aaa;Indiana;18;01/12/2015;01/12/2015;Emphysema, unspecified;J43.9;13;Not Applicable;Not Applicable
aaa;Indiana;18;01/12/2015;01/12/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;45;Not Applicable;Not Applicable
aaa;Indiana;18;01/12/2015;01/12/2015;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;23;Not Applicable;Not Applicable
aaa;Indiana;18;01/12/2015;01/12/2015;Other specified chronic obstructive pulmonary disease;J44.8;10;Not Applicable;Not Applicable
aaa;Indiana;18;01/12/2015;01/12/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;261;Not Applicable;Not Applicable
Total;Indiana;18;01/12/2015;01/12/2015;;;438;Not Applicable;Not Applicable
Total;Indiana;18;;;;;5256;Not Applicable;Not Applicable
aaa;Iowa;19;01/01/2015;01/01/2015;Influenza with pneumonia, influenza virus identified;J10.0;21;Not Applicable;Not Applicable
aaa;Iowa;19;01/01/2015;01/01/2015;Influenza with other respiratory manifestations, influenza virus identified;J10.1;33;Not Applicable;Not Applicable
aaa;Iowa;19;01/01/2015;01/01/2015;Influenza with pneumonia, virus not identified;J11.0;28;Not Applicable;Not Applicable
aaa;Iowa;19;01/01/2015;01/01/2015;Influenza with other respiratory manifestations, virus not identified;J11.1;31;Not Applicable;Not Applicable
aaa;Iowa;19;01/01/2015;01/01/2015;Pneumonia, unspecified;J18.9;72;Not Applicable;Not Applicable
aaa;Iowa;19;01/01/2015;01/01/2015;Emphysema, unspecified;J43.9;12;Not Applicable;Not Applicable
aaa;Iowa;19;01/01/2015;01/01/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;49;Not Applicable;Not Applicable
aaa;Iowa;19;01/01/2015;01/01/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;133;Not Applicable;Not Applicable
Total;Iowa;19;01/01/2015;01/01/2015;;;403;Not Applicable;Not Applicable
aaa;Iowa;19;01/02/2015;01/02/2015;Pneumonia, unspecified;J18.9;42;Not Applicable;Not Applicable
aaa;Iowa;19;01/02/2015;01/02/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;22;Not Applicable;Not Applicable
aaa;Iowa;19;01/02/2015;01/02/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;124;Not Applicable;Not Applicable
Total;Iowa;19;01/02/2015;01/02/2015;;;222;Not Applicable;Not Applicable
aaa;Iowa;19;01/03/2015;01/03/2015;Pneumonia, unspecified;J18.9;43;Not Applicable;Not Applicable
aaa;Iowa;19;01/03/2015;01/03/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;42;Not Applicable;Not Applicable
aaa;Iowa;19;01/03/2015;01/03/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;132;Not Applicable;Not Applicable
Total;Iowa;19;01/03/2015;01/03/2015;;;255;Not Applicable;Not Applicable
aaa;Iowa;19;01/04/2015;01/04/2015;Pneumonia, unspecified;J18.9;34;Not Applicable;Not Applicable
aaa;Iowa;19;01/04/2015;01/04/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;37;Not Applicable;Not Applicable
aaa;Iowa;19;01/04/2015;01/04/2015;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;11;Not Applicable;Not Applicable
aaa;Iowa;19;01/04/2015;01/04/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;117;Not Applicable;Not Applicable
Total;Iowa;19;01/04/2015;01/04/2015;;;226;Not Applicable;Not Applicable
aaa;Iowa;19;01/05/2015;01/05/2015;Pneumonia, unspecified;J18.9;23;Not Applicable;Not Applicable
aaa;Iowa;19;01/05/2015;01/05/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;31;Not Applicable;Not Applicable
aaa;Iowa;19;01/05/2015;01/05/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;136;Not Applicable;Not Applicable
Total;Iowa;19;01/05/2015;01/05/2015;;;216;Not Applicable;Not Applicable
aaa;Iowa;19;01/06/2015;01/06/2015;Pneumonia, unspecified;J18.9;31;Not Applicable;Not Applicable
aaa;Iowa;19;01/06/2015;01/06/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;30;Not Applicable;Not Applicable
aaa;Iowa;19;01/06/2015;01/06/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;112;Not Applicable;Not Applicable
Total;Iowa;19;01/06/2015;01/06/2015;;;197;Not Applicable;Not Applicable
aaa;Iowa;19;01/07/2015;01/07/2015;Pneumonia, unspecified;J18.9;34;Not Applicable;Not Applicable
aaa;Iowa;19;01/07/2015;01/07/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;31;Not Applicable;Not Applicable
aaa;Iowa;19;01/07/2015;01/07/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;107;Not Applicable;Not Applicable
Total;Iowa;19;01/07/2015;01/07/2015;;;188;Not Applicable;Not Applicable
aaa;Iowa;19;01/08/2015;01/08/2015;Pneumonia, unspecified;J18.9;27;Not Applicable;Not Applicable
aaa;Iowa;19;01/08/2015;01/08/2015;Emphysema, unspecified;J43.9;10;Not Applicable;Not Applicable
aaa;Iowa;19;01/08/2015;01/08/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;25;Not Applicable;Not Applicable
aaa;Iowa;19;01/08/2015;01/08/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;114;Not Applicable;Not Applicable
Total;Iowa;19;01/08/2015;01/08/2015;;;195;Not Applicable;Not Applicable
aaa;Iowa;19;01/09/2015;01/09/2015;Pneumonia, unspecified;J18.9;34;Not Applicable;Not Applicable
aaa;Iowa;19;01/09/2015;01/09/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;19;Not Applicable;Not Applicable
aaa;Iowa;19;01/09/2015;01/09/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;101;Not Applicable;Not Applicable
Total;Iowa;19;01/09/2015;01/09/2015;;;176;Not Applicable;Not Applicable
aaa;Iowa;19;01/10/2015;01/10/2015;Pneumonia, unspecified;J18.9;26;Not Applicable;Not Applicable
aaa;Iowa;19;01/10/2015;01/10/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;28;Not Applicable;Not Applicable
aaa;Iowa;19;01/10/2015;01/10/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;107;Not Applicable;Not Applicable
Total;Iowa;19;01/10/2015;01/10/2015;;;183;Not Applicable;Not Applicable
aaa;Iowa;19;01/11/2015;01/11/2015;Pneumonia, unspecified;J18.9;34;Not Applicable;Not Applicable
aaa;Iowa;19;01/11/2015;01/11/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;31;Not Applicable;Not Applicable
aaa;Iowa;19;01/11/2015;01/11/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;113;Not Applicable;Not Applicable
Total;Iowa;19;01/11/2015;01/11/2015;;;199;Not Applicable;Not Applicable
aaa;Iowa;19;01/12/2015;01/12/2015;Pneumonia, unspecified;J18.9;26;Not Applicable;Not Applicable
aaa;Iowa;19;01/12/2015;01/12/2015;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;20;Not Applicable;Not Applicable
aaa;Iowa;19;01/12/2015;01/12/2015;Chronic obstructive pulmonary disease, unspecified;J44.9;103;Not Applicable;Not Applicable
Total;Iowa;19;01/12/2015;01/12/2015;;;169;Not Applicable;Not Applicable
Total;Iowa;19;;;;;2629;Not Applicable;Not Applicable
aaa;Kansas;20;01/01/2015;01/01/2015;Influenza with other respiratory manifestations, influenza virus identified;J10.1;12;Not Applicable;Not Applicable
aaa;Kansas;20;01/01/2015;01/01/2015;Influenza with pneumonia, virus not identified;J11.0;12;Not Applicable;Not Applicable
